PersonRef,PersonID,PersonSystemId,FirstName,LastName,Other_Details,Title,Occupation,Office,Residence,IsDeleted,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"LA_1206",1206,"LA","Alexander","Heriot",,,,"bailie","Edinburgh",0,"Involved_in_case_in_1630.","LEM","05_07_02_10:51:08","jhm","11_27_03_15:47:20"
"LA_1207",1207,"LA","Patrick","Twick",,"Mr","schoolmaster",,"Haddington",0,"Possibly_schoolmaster_but_also_recorded_as_'preacher'_elsewhere._Involved_in_cases_in_1630.","LEM","05_07_02_10:53:01","jhm","12_18_03_11:39:43"
"LA_1209",1209,"LA","Alexander","Simpson",,,"bailie",,"Dysart",0,"Involved_in_cases_in_1658._See_also_LA_417_-_may_be_the_same_as_or_related.","LEM","05_07_02_15:48:10","jhm","12_15_03_10:14:07"
"LA_1210",1210,"LA","James","Guthrie",,,,"elder","Dysart",0,"Involved_in_cases_in_1658._Note:_elder_may_refer_to_kirk_office_or_title.","LEM","05_07_02_15:48:49","jhm","11_27_03_11:21:45"
"LA_1211",1211,"LA","John","Scott",,,,"elder","Dysart",0,"Involved_in_cases_in_1658._Note:_elder_taken_to_mean_kirk_office_rather_than_title.","LEM","05_07_02_15:49:22","jhm","12_12_03_15:43:21"
"LA_1212",1212,"LA","James","Craig",,"Mr",,"reader","Dysart",0,"Involved_in_case_in_1658.","LEM","05_07_02_15:49:40","jhm","11_20_03_13:37:46"
"LA_1213",1213,"LA","Mathias","Simpson",,"Mr","minister",,"Stirling",0,"Involved_in_cases_in_1658_and_1659._Minister_at_West_charge_1655,_transferred_to_First_charge_in_1661_until_1664.","LEM","05_08_02_15:48:53","jhm","12_15_03_11:32:15"
"LA_1214",1214,"LA","Robert","Russell",,,,"bailie","Stirling",0,"Involved_in_case_in_1659.","LEM","05_08_02_15:49:42","jhm","12_12_03_14:13:28"
"LA_1215",1215,"LA","Robert","Buchanan",,,,"bailie","Stirling",0,"Involved_in_case_in_1659.","LEM","05_09_02_11:59:17","jhm","11_18_03_12:58:03"
"LA_1216",1216,"LA","Thomas","Reid",,"Colonel",,,,0,"Involved_in_investigations_in_Stirling_in_1659.","LEM","05_09_02_12:10:19","jhm","12_12_03_10:36:43"
"LA_1217",1217,"LA","William","Stirling",,"of_Herbertshire",,,"Herbertshire_(Dunipace)",0,"Involved_in_investigations_in_Stirling_in_1631_and_1659._May_be_the_same_as_Laird_of_Herbertshire_(JO_564)_who_was_involved_as_a_commissioner_in_1677.","LEM","05_09_02_12:11:34","jhm","12_15_03_15:25:46"
"LA_1218",1218,"LA",,"Callanes",,"Captain",,,,0,"Involved_in_investigations_in_Stirling_in_1659.","LEM","05_09_02_12:12:16","jhm","11_20_03_10:21:48"
"LA_1219",1219,"LA",,"Hunt",,"Captain",,,,0,"Involved_with_investigations_in_Stirling_in_1659.","LEM","05_09_02_12:13:00","jhm","01_09_04_12:31:23"
"LA_122",122,"LA","James","Roughheid",,,,,,0,"Involved_in_case_in_1631.","LEM","06_14_01_14:40:23","jhm","12_12_03_12:18:38"
"LA_1220",1220,"LA",,"Matlaw",,"Major",,,,0,"Involved_in_investigations_in_Stirling_in_1659.","LEM","05_09_02_12:15:20","jhm","12_02_03_10:16:45"
"LA_123",123,"LA","John","Hamilton",,"Sir",,"Lord_Clerk_Register","Magdalenes",0,"Involved_in_cases_in_1630-32.","LEM","06_14_01_14:44:49","jhm","11_27_03_12:35:36"
"LA_124",124,"LA","John","Home",,"Sir_of_North_Berwick",,,"North_Berwick",0,"Involved_in_cases_in_1631.","LEM","06_14_01_15:02:37","jhm","11_27_03_16:28:47"
"LA_125",125,"LA","George","Rule",,"Mr","minister",,"Longformacus",0,"Attached_to_Longformacus_which_was_joined_to_Mordington_until_1666._Was_member_of_GA_in_1638._Involved_in_case_in_1631.","LEM","06_14_01_15:33:38","jhm","12_12_03_12:19:38"
"LA_1252",1252,"LA","Edward","Sinclair",,"of_Essinquoy",,,"Orkney",0,"Involved_in_trial_in_1633.","LEM","06_17_02_11:31:58","jhm","12_15_03_10:19:39"
"LA_1254",1254,"LA","Abraham","Stevenson",,,,"Procurator_Fiscal","Orkney",0,"Involved_in_trial_in_1643.","LEM","06_17_02_11:46:06","jhm","12_15_03_12:25:06"
"LA_1255",1255,"LA","William","Dick",,"Sir_of_Braid",,"Sheriff_of_Orkney","Edinburgh",0,"Involved_in_case_in_1643.","LEM","06_17_02_11:47:30","jhm","11_20_03_14:55:17"
"LA_1256",1256,"LA","Patrick","Stewart",,"Earl_of_Orkney",,,"Orkney",0,"Involved_in_trial_in_1604.","LEM","06_17_02_15:54:07","jhm","12_15_03_14:42:25"
"LA_1257",1257,"LA","Robert","Coltart",,,,"Procurator_Fiscal","Orkney",0,"Involved_in_trial_in_1615.","LEM","06_17_02_16:21:46","jhm","11_20_03_12:15:38"
"LA_1258",1258,"LA","Robert","Menteith",,,,,"Orkney",0,"Involved__in_trial_in_1615.","LEM","06_17_02_16:23:48","jhm","12_02_03_11:40:56"
"LA_1259",1259,"LA","William","Bannatyne",,"of_Gairsay_(Birsay)",,,"Orkney",0,"Involved_in_1616.","LEM","06_19_02_12:11:53","jhm","11_12_03_15:39:49"
"LA_126",126,"LA","Alan","Lundie",,"Mr","minister",,"Hutton",0,"Involved_in_case_in_1631._Minister_at_Hutton_1614-1636._Was_accused_of_neglecting_his_duties.","LEM","06_14_01_15:34:20","jhm","01_22_04_15:19:02"
"LA_1260",1260,"LA","Henry","Stewart",,"of_Carlogie",,,"Orkney",0,"Involved_in_trial_in_1616.","LEM","06_19_02_12:19:39","jhm","12_15_03_13:56:09"
"LA_1267",1267,"LA","Alexander","Ramsay",,,,,"Paiston",0,"Involved_in_cases_in_1678.","LEM","06_24_02_22:12:52","jhm","12_12_03_09:56:43"
"LA_1268",1268,"LA","James","Yule","indweller",,,,"Keith",0,"Involved_in_cases_in_1678.","LEM","06_24_02_22:13:29","jhm","12_19_03_11:37:06"
"LA_1269",1269,"LA","William","Sheil","indweller",,,,"Keith",0,"Involved_in_cases_in_1678.","LEM","06_24_02_22:13:55","jhm","12_15_03_10:00:25"
"LA_127",127,"LA","Thomas","Ramsay",,"Mr","minister",,"Foulden",0,"Member_of_the_General_Assembly_in_1638,_1639_and_1645._Involved_in_cases_in_1629_and_1631.","LEM","06_14_01_15:34:46","jhm","01_22_04_12:23:37"
"LA_1270",1270,"LA","William","Cockburn",,,"writer_(?lawyer)",,"Keith",0,"Involved_in_case_in_1629-30.","LEM","06_24_02_22:14:28","jhm","11_20_03_12:03:51"
"LA_1271",1271,"LA","John","Ker",,"Windymane",,,"Windymane,_Lothians",0,"Involved_in_cases_in_1678.","LEM","06_25_02_10:33:08","jhm","12_01_03_14:38:58"
"LA_1272",1272,"LA","David","Chalmer",,,,,"Keith_Humbie",0,"Involved_in_cases_in_1678.","LEM","06_25_02_10:33:42","jhm","11_20_03_11:07:57"
"LA_1273",1273,"LA","William","Cockburn",,,"schoolmaster",,"Lothian",0,"Involved_in_cases_in_1678.","LEM","06_25_02_10:34:24","jhm","11_20_03_12:04:15"
"LA_1274",1274,"LA","James","Liddell",,,,,"Paiston",0,"Involved_in_cases_in_1678.","LEM","06_25_02_10:35:31","jhm","12_01_03_15:58:57"
"LA_1275",1275,"LA","George","Halliday",,,,,"Paiston",0,"Involved_in_cases_in_1678.","LEM","06_25_02_10:36:32","jhm","11_27_03_12:14:47"
"LA_1276",1276,"LA","James","Cairntoun",,,,,"Lothian",0,"Involved_in_cases_in_1678.","LEM","06_25_02_10:37:23","jhm","11_20_03_10:06:52"
"LA_1277",1277,"LA","John","Adamson",,,"schoolmaster",,"Paiston",0,"Involved_in_cases_in_1678","LEM","06_25_02_10:37:41","jhm","11_12_03_14:14:14"
"LA_1278",1278,"LA","William","Simpson",,,,,"Lothian",0,"Involved_in_case_in_1678.","LEM","06_25_02_10:46:01","jhm","12_15_03_10:15:33"
"LA_1279",1279,"LA","James","Cockburn",,,"schoolmaster",,"Keith",0,"Involved_in_case_in_1678.","LEM","06_25_02_11:04:19","jhm","11_20_03_11:48:43"
"LA_128",128,"LA","John","Gaittis_(Galt)",,"Mr","minister",,"Bunkle",0,"Minister_at_Bunkle_or_Bonkill_and_Preston_1614-1650._Involved_in_case_in_1631.","LEM","06_14_01_15:35:13","jhm","11_25_03_12:23:08"
"LA_1281",1281,"LA","Malcolm","Greive",,,,,"Keith",0,"Invovled_in_case_in_1678.","LEM","06_25_02_13:32:25","jhm","11_27_03_11:08:05"
"LA_1282",1282,"LA","John","Fowler",,,"miller",,"Humbie",0,"Involved_in_case_in_1678.","LEM","06_25_02_13:32:57","jhm","11_25_03_11:53:48"
"LA_1283",1283,"LA","Richard","Dalgleish",,,,,"Woodhead",0,"Involved_in_case_in_1678.","LEM","06_25_02_13:33:30","jhm","11_20_03_14:34:47"
"LA_1284",1284,"LA","James","Cornwall",,"of_Bonhard",,,"Bonhard,_Linlithgow",0,"Involved_in_case_in_1680._Probably_related_to_LA_94_?father_and_son.","LEM","07_04_02_13:51:45","jhm","11_20_03_12:38:08"
"LA_1285",1285,"LA","James","Gibb",,"Mr",,"bailie_depute","Bo'ness",0,"Involved_in_cases_in_1680.","LEM","07_04_02_14:16:39","jhm","11_25_03_12:31:31"
"LA_1286",1286,"LA","James","Hamilton",,,"minister",,"Bo'ness",0,"Involved_in_cases_in_1680._Minister_at_Bo'ness_from_1677-1685.","LEM","07_04_02_14:17:37","jhm","12_01_03_10:29:59"
"LA_1287",1287,"LA","John","Park",,,"minister",,"Carriden",0,"Involved_in_cases_in_1680._Minister_at_Carriden_1665-1690._Was_deprived_for_drunkenness_in_1690_but_had_been_in_trouble_before_then_about_other_behaviour.","LEM","07_04_02_14:17:58","jhm","01_22_04_13:31:27"
"LA_1288",1288,"LA","Andrew","Burnside",,"Mr","sailor","skipper","Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_14:18:24","jhm","12_19_03_14:52:33"
"LA_1289",1289,"LA","James","Cassillis",,"younger","skipper",,"Bo'ness",0,"Involved_in_cases_in_1680.","LEM","07_04_02_14:19:00","jhm","11_20_03_11:06:25"
"LA_129",129,"LA","Alexander","Smith",,"Mr","minister","moderator_of_presbytery_of_Duns","Chirnside",0,"Involved_in_cases_in_1629_and_1631._Minister_at_Chirnshide_1607-1649.","LEM","06_14_01_15:35:41","jhm","12_15_03_16:45:17"
"LA_1290",1290,"LA","Thomas","Knowes",,,"skipper",,"Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_14:19:35","jhm","12_01_03_14:54:46"
"LA_1291",1291,"LA","Richard","Dalling",,,,,"Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_14:19:55","jhm","11_20_03_14:40:27"
"LA_1292",1292,"LA","James","Sloss",,,,,"Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_14:20:11","jhm","12_15_03_11:46:22"
"LA_1293",1293,"LA","Richard","Hardie",,,"maltman",,"Bo'ness",0,"Involved_in_cases_in_1680.","LEM","07_04_02_14:20:25","jhm","11_27_03_14:00:33"
"LA_1294",1294,"LA","Robert","Mitchell",,,"skipper",,"Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_14:20:46","jhm","12_02_03_11:53:20"
"LA_1295",1295,"LA","John","Heisbit",,"Mr","schoolmaster",,"Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_14:21:34","jhm","01_09_04_12:19:49"
"LA_1296",1296,"LA","Robert","Doun",,,"maltman",,"Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_14:21:50","jhm","11_20_03_15:33:18"
"LA_1297",1297,"LA","Archibald","Reid",,,"litster",,"Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_14:52:47","jhm","12_12_03_10:26:14"
"LA_1298",1298,"LA","Robert","Brontein",,,"tailor",,"Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_14:53:15","jhm","11_18_03_10:51:16"
"LA_1299",1299,"LA","James","Gardener",,,"sailor",,"Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_14:53:31","jhm","11_25_03_12:21:43"
"LA_13",13,"LA","George","Fletcher",,"Mr","Advocate","Lord_Advocate's_substitute",,0,"Involved_in_trials_in_1629_and_1661.","LEM","05_17_01_10:25:04","jhm","11_25_03_10:23:41"
"LA_130",130,"LA","David","Home",,"Mr","minister",,"Ladykirk",0,"Involved_in_case_in_1631._Minister_at_Ladykirk_1634-1650_when_he_was_deprived.","LEM","06_14_01_15:36:14","jhm","01_22_04_12:36:01"
"LA_1300",1300,"LA","John","Thornbrow",,,"sailor",,"Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_14:53:47","jhm","12_17_03_11:18:07"
"LA_1301",1301,"LA","Alexander","Crowlie",,,"sailor",,"Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_14:54:06","jhm","11_20_03_14:04:21"
"LA_1302",1302,"LA","James","Floss",,,,,"Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_16:13:26","jhm","11_25_03_10:24:40"
"LA_1303",1303,"LA","James","Hamilton",,"elder",,,"Bo'ness",0,"Involved_in_case_in_1680._Note:_elder_may_refer_to_kirk_office_or_title.","LEM","07_04_02_16:14:39","jhm","11_27_03_12:55:09"
"LA_1304",1304,"LA","Andrew","Hamilton",,,,,"Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_16:15:07","jhm","11_27_03_12:53:36"
"LA_1305",1305,"LA","John","Finlayson",,,,,"Bo'ness",0,"Involved_in_case_in_1680.","LEM","07_04_02_16:15:38","jhm","11_25_03_10:19:28"
"LA_1306",1306,"LA","John","Mitchell",,,,"officer_in_North_Leith","Leith",0,"Involved_in_case_in_1679.","LEM","07_04_02_16:52:51","jhm","12_02_03_11:52:46"
"LA_1307",1307,"LA","James","Gourlay",,,,,"Prestonpans",0,"Involved_in_case_in_1679.","LEM","07_04_02_17:44:31","jhm","11_27_03_09:36:04"
"LA_1308",1308,"LA","James","Finke",,,,,"Prestonpans",0,"Involved_in_case_in_1679.","LEM","07_04_02_17:44:50","jhm","01_07_04_12:07:53"
"LA_1309",1309,"LA","John","Wallace",,"Mr",,,,0,"Involved_in_1596_case._Lauren_had_recorded_him_as_a_minister_but_the_only_John_Wallace_I_could_find_in_Fasti_for_this_date_was_an_exhorter_at_Cockburnspath_in_1567._He_may_have_been_a_minister_later_but_did_not_have_a_parish.","LEM","07_10_02_09:33:22","jhm","12_18_03_12:18:47"
"LA_131",131,"LA","John","Home",,"Mr","minister",,"Eyemouth",0,"Transferred_from_Ladykirk_to_Eyemouth_in_1627_and_then_to_Edrom_in_1646._Involved_with_cases_in_1629_and_1634,_He_was_summond_to_PC_on_a_complaint_from_E._Bathgate_and_A._Pae_for_false_arrest.__The_summons_was_witnesses_by_John_Gray_and_John_Broun,_portioners_of_Eymouth._(RPC_2nd_S,_v5,_p._572)._Not_the_same_as_JO_1068.","LEM","06_14_01_15:36:46","jhm","11_27_03_16:30:40"
"LA_1310",1310,"LA","Robert","Sinclair",,"Mr","minister",,,0,"Involved_in_1596_case._The_only_Robert_Sinclair_that_I_can_find_in_Fasti_who_was_around_at_this_time_was_Robert_Sinclair_minister_at_Madderty_1595,_transferred_to_Auchterarder_in_1601_but_then_moved_back_to_Madderty_in_1603_until_1620.","LEM","07_10_02_09:34:16","jhm","12_15_03_11:34:34"
"LA_1311",1311,"LA","William","Young",,"Mr","minister",,,0,"Involved_in_1596_case._I_found_a_couple_of_William_Youngs_in_Fasti_whose_dates_fitted._One_was_minister_at_Redgorton_from_1589-1625._He_protested_against_episcopacy._The_other_was_minister_at_Clunie_from_1601_but_graduated_MA_from_St_Andrews_in_1591.","LEM","07_10_02_09:34:53","jhm","12_19_03_13:57:05"
"LA_1312",1312,"LA","Alexander","Young",,"Mr","minister",,,0,"Involved_in_case_in_1596._The_only_reference_I_can_find_to_an_Alexander_Young_at_this_time_is_one_who_reader_at_various_posts_including_Anwoth,_Rerrick,_Twynholm_and_Gelston_and_possibly_Methven_and_Tibbermore._The_last_entry_was_for_Gelston_1580-86_so_I_don't_know_if_this_is_the_same_one.","LEM","07_10_02_09:35:12","jhm","12_19_03_12:19:51"
"LA_1313",1313,"LA","Robert","Burn",,"Mr",,,,0,"Involved_in_1596_case.","LEM","07_10_02_09:36:09","jhm","11_20_03_09:45:29"
"LA_1314",1314,"LA","James","Bannatyne",,"Mr",,,,0,"Involved_in_1596_case.","LEM","07_10_02_09:36:55","jhm","12_19_03_14:33:28"
"LA_1315",1315,"LA","Thomas","MacBrair",,,,"bailie","Dumfries",0,"Involved_in_case_in_1650.","LEM","07_10_02_10:07:31","jhm","01_22_04_11:20:58"
"LA_1316",1316,"LA","Thomas","Ramsay",,"Mr","minister",,,0,"Lauren_had_him_as_minister_of_Dumfries_but_according_to_Fasti_he_died_in_1637._This_Thomas_Ramsay_was_involved_in_case_in_1650_so_I_am_not_sure_who_he_was.","LEM","07_10_02_10:08:10","jhm","12_12_03_10:20:04"
"LA_1317",1317,"LA","James","Douglas",,"of_Mawswall",,,"Dumfriesshire",0,"?Maxwellton._Involved_in_cases_in_1649-50_and_1659.","LEM","07_10_02_10:14:42","jhm","01_07_04_11:44:03"
"LA_1318",1318,"LA","Thomas","Ferguson",,"of_Caitloch",,,"Dumfriesshire",0,"Involved_in_cases_in_1648-50_and_1659.","LEM","07_10_02_10:15:48","jhm","11_25_03_10:15:25"
"LA_1319",1319,"LA","Thomas","MacBurnie",,,,"provost","Dumfries",0,"Involved_in_cases_in_1650_and_1659.","LEM","07_10_02_10:16:16","jhm","01_22_04_11:35:07"
"LA_132",132,"LA","Alexander","Kinneir",,"Mr","minister",,"Whitsome",0,"Involved_in_case_in_1631._Minister_at_Whitsome_1608-1647._Assembly_member_in_1645_and_1646.","LEM","06_14_01_15:37:17","jhm","12_01_03_15:09:24"
"LA_1320",1320,"LA","Robert","Richardson",,,,"bailie","Dumfries",0,"Involved_in_cases_in_1649-50_and_1659.","LEM","07_10_02_10:16:56","jhm","12_12_03_10:56:33"
"LA_1321",1321,"LA","John","Burgess",,,,"bailie","Dumfries",0,"Involved_in_cases_in_1649-50_and_1659.","LEM","07_10_02_10:17:19","jhm","11_20_03_09:43:59"
"LA_1322",1322,"LA","Patrick","Musgros",,"Mr",,,,0,"Involved_in_case_in_1643._?name_Musgrove.","LEM","07_10_02_14:04:53","jhm","01_22_04_11:55:46"
"LA_1323",1323,"LA","David","Drummond",,"Mr","minister",,"Crieff",0,"Involved_in_case_in_1643._Not_the_same_as_JO_451.","LEM","07_10_02_14:05:32","jhm","01_07_04_11:48:41"
"LA_1324",1324,"LA","Robert","Murray",,"Mr","minister",,"Methven",0,"Involved_in_case_in_1643._Minister_at_Methven_1615-1648._Was_member_of_General_Assembly_in_1638.","LEM","07_10_02_14:06:09","jhm","01_22_04_11:53:40"
"LA_1325",1325,"LA","Duncan","Campbell",,"of_Law",,,,0,"Not_sure_if_this_refers_to_Law_near_Carluke_in_Lanarkshire_or_the_legal_profession._Involved_in_case_in_1643.","LEM","07_10_02_14:06:58","jhm","11_20_03_10:26:09"
"LA_1326",1326,"LA","William","Dalgleish",,"Mr","minister","moderator_of_Edinburgh_presbytery","Edinburgh",0,"Involved_in_cases_in_1643._Minister_at_Cramond_1639_-1662._Deprived_by_GA_in_1662._Member_of_Assembly_in_1638._May_be_the_same_as_JO_1332.","LEM","07_10_02_14:15:17","jhm","11_25_03_09:58:35"
"LA_1327",1327,"LA","Andrew","Ramsay",,"Mr",,,"Edinburgh",0,"Involved_in_case_in_1643.","LEM","07_10_02_14:15:53","jhm","12_12_03_09:57:39"
"LA_1328",1328,"LA","William","Colville",,"Mr","minister",,"Edinburgh",0,"Involved_in_cases_in_1643._Was_minister_at_Cramond_(1635-39),_then_Trinity_1638-40._Was_an_active_Covenanter_and_was_appointed_to_The_Tron_kirk_in_1641-48._Later_was_suspended_by_Gneral_Assembly_but_appointed_principal_of_Edin_University_x_2,_and_also_appointed_to_Perth.","LEM","07_10_02_14:16:24","jhm","01_07_04_11:09:31"
"LA_1329",1329,"LA","William","Burnet",,"Mr",,,"Edinburgh",0,"Involved_in_case_in_1643.","LEM","07_10_02_14:17:02","jhm","11_20_03_09:48:41"
"LA_133",133,"LA","Matthew","Carraill",,"Mr","minister",,"Edrom",0,"Involved_in_case_in_1631._Minister_1612-1646.","LEM","06_14_01_15:37:46","jhm","01_07_04_16:11:29"
"LA_1330",1330,"LA","George","Leslie",,"Mr",,,"Edinburgh",0,"Involved_in_case_in_1643.","LEM","07_10_02_14:17:31","jhm","12_01_03_15:45:00"
"LA_1331",1331,"LA","Andrew","White",,,,,"Edinburgh",0,"Involved_in_case_in_1643.","LEM","07_10_02_14:23:33","jhm","01_22_04_14:23:31"
"LA_1332",1332,"LA","George","Cranston",,,,"bailie","Newhaven",0,"Involved_in_case_in_1645.","LEM","07_10_02_16:07:13","jhm","01_07_04_11:16:35"
"LA_1333",1333,"LA","Alexander","Wardrop",,,,"reader","North_Leith",0,"Involved_in_case_in_1645.","LEM","07_10_02_16:07:48","jhm","12_18_03_14:45:53"
"LA_1334",1334,"LA","William","Scobie",,,"witchpricker",,"Musselburgh",0,"He_was_hired_by_the_ministers_and_bailies_of_Leith_and_Newhaven_for_pricking_suspects_in_1643._Probably_related_to_James_Scobie_LA_52.","LEM","07_10_02_16:14:30","jhm","12_12_03_14:46:36"
"LA_1335",1335,"LA","John","Davis",,,,"bailie","Crail",0,"Involved_in_cases_in_1643.","LEM","07_10_02_16:37:41","jhm","11_20_03_14:47:14"
"LA_1336",1336,"LA","Andrew","Davis",,,,"bailie","Crail",0,"Involved_in_cases_in_1643.","LEM","07_10_02_16:38:15","jhm","11_20_03_14:46:55"
"LA_1337",1337,"LA","Andrew","Moncreiff",,,,"bailie","Crail",0,"Involved_in_cases_in_1643.","LEM","07_10_02_16:39:10","jhm","12_02_03_11:57:04"
"LA_1338",1338,"LA","George","Moncreiff",,,,"bailie","Crail",0,"Involved_in_cases_in_1643.","LEM","07_10_02_16:39:29","jhm","12_02_03_11:58:19"
"LA_1339",1339,"LA","Thomas","Renton",,,,,"Preston",0,"Involved_in_case_in_1649.","LEM","07_12_02_10:17:35","jhm","12_12_03_10:53:31"
"LA_134",134,"LA","James","Home",,,"minister",,"Samuelston_Mill",0,"Described_as_from_Samuelston_Mill_but_not_a_parish._Possibly_the_same_as_LA_3._Involved_in_case_from_Berwickshire_in_1631.","LEM","06_14_01_15:38:57","jhm","11_27_03_16:23:52"
"LA_1340",1340,"LA","Alexander","Baillie",,,,,"Preston",0,"Involved_in_case_in_1649.","LEM","07_12_02_10:17:58","jhm","11_12_03_15:13:57"
"LA_1341",1341,"LA","Walter","Griffe",,"Mr","minister",,"Inverkeithing",0,"Involved_in_cases_in_1649.","LEM","07_12_02_10:36:28","jhm","11_27_03_11:13:37"
"LA_1342",1342,"LA","Andrew","Dickson",,,,"bailie","Inverkeithing",0,"Involved_in_cases_in_1649.","LEM","07_12_02_10:37:08","jhm","11_20_03_14:56:27"
"LA_1343",1343,"LA","John","Weymss",,,"school_master",,"Fife",0,"Involved_in_cases_in_1649.","LEM","07_12_02_10:37:38","jhm","12_18_03_15:14:56"
"LA_1344",1344,"LA","John","Douglas",,,,"burgess","Inverkeithing",0,"Involved_in_cases_in_1649.","LEM","07_12_02_10:38:15","jhm","01_07_04_11:44:47"
"LA_1345",1345,"LA","James","Ferguson",,"Mr","minister","moderator_of_the_Presbytery_of_Irvine","Kilwinning_and_Dalgarven",0,"Involved_in_cases_in_1650_and_1658._Minister_1643-1667.","LEM","07_15_02_10:12:15","jhm","01_07_04_16:22:13"
"LA_1346",1346,"LA","Alexander","Nisbet",,"Mr_of_Knock","minister",,"Irvine",0,"Involved_in_cases_in_1650_and_1658._Was_minister_at_Irvine_1650-1669._Name_also_spelt_Nesbitt.","LEM","07_15_02_10:12:52","jhm","12_05_03_13:51:31"
"LA_1347",1347,"LA","Ralph","Rodgers",,"Mr","minister",,"Ardrossan",0,"Was_minister_at_Ardrossan_1647-1659,_then_transferred_to_Glasgow,_St_Mungo's_South._Involved_in_cases_in_1650_and_1658.","LEM","07_15_02_10:13:24","jhm","12_12_03_11:48:22"
"LA_1348",1348,"LA","Richard","Clifton",,,,"Justice_of_the_Peace","Edinburgh",0,"Involved_in_case_in_1658.","LEM","07_15_02_11:25:19","jhm","01_07_04_11:02:06"
"LA_1349",1349,"LA","Alexander","John",,,,"Justice_of_the_Peace","Edinburgh",0,"Involved_in_case_in_1658.","LEM","07_15_02_11:25:41","jhm","12_01_03_14:05:49"
"LA_135",135,"LA","John","Ridpeth",,,"minister",,"Uplaheuche",0,"I_can't_find_any_reference_to_anyone_of_this_name_in_Fasti._Involved_in_case_in_1631.","LEM","06_14_01_15:39:40","jhm","12_12_03_11:31:37"
"LA_1350",1350,"LA","Nicholas","Proddy",,,"surgeon","Surgeon_to_the_king","Edinburgh",0,,"LEM","07_15_02_12:12:28","jhm","12_12_03_09:33:28"
"LA_1351",1351,"LA","Harry","Burnie",,"of_Clackmannan",,"JP","Clackmannan",0,"Involved_in_case_in_1658.","LEM","07_18_02_10:04:51","jhm","11_20_03_09:49:41"
"LA_1352",1352,"LA","Robert","Burnie",,"of_Kennet",,"JP","Clackmannan",0,"Involved_in_case_in_1658.","LEM","07_18_02_10:05:38","jhm","11_20_03_09:50:04"
"LA_1353",1353,"LA","James","Manderson",,,,"bailie","Haddington",0,"Involved_in_case_in_1659.","LEM","07_18_02_17:08:03","jhm","12_02_03_09:52:28"
"LA_1354",1354,"LA","Mathew","Lenocher",,,,"bailie",,0,"From_either_Haddington_or_Dunbar._Involved_in_case_in_1659.","LEM","07_18_02_17:08:57","jhm","12_01_03_15:41:46"
"LA_1355",1355,"LA","Robert","Home",,"of_Whitehall",,"captain,_JP","East_Lothian",0,"Involved_in_cases_in_1659.","LEM","07_18_02_17:09:18","jhm","11_27_03_16:38:44"
"LA_1356",1356,"LA","Thomas","Simmell",,"Captain",,"Justice_of_the_Peace","East_Lothian",0,"Invovled_in_cases_in_1659.","LEM","07_18_02_17:09:57","jhm","12_15_03_10:09:06"
"LA_1357",1357,"LA","Richard","Waddell",,"Mr","minister",,"Stenton",0,"Involved_in_case_in_1659._Minister_at_Stenton_in_1658_and_transferred_to_Kelso_in_1660.","LEM","07_18_02_17:12:39","jhm","12_18_03_15:47:10"
"LA_1358",1358,"LA","William","Manderson",,,,"constable_of_Stenton","Stenton",0,"Involved_in_cases_in_1659.","LEM","07_18_02_17:47:38","jhm","12_02_03_09:52:52"
"LA_1359",1359,"LA","Robert","Wait",,,,"constable_of_Stenton","Stenton",0,"Invovled_in_cases_in_1659.","LEM","07_18_02_17:48:06","jhm","12_18_03_12:12:11"
"LA_136",136,"LA","John","Home",,"Sir_of_Blackadder",,"Sheriff_Depute",,0,"Involved_with_cases_in_1624,_1629,_1633-34_and_1649.","LEM","06_15_01_09:33:16","jhm","11_27_03_16:31:23"
"LA_1360",1360,"LA","Patrick","Nisbet",,,,"assistant_to_constable_of_Stenton",,0,"Involved_in_cases_in_1659.","LEM","07_18_02_17:48:40","jhm","12_05_03_12:35:13"
"LA_1361",1361,"LA","Hugh","Hay",,,,"assistant_to_constable","East_Lothian",0,"Involved_in_cases_in_1659_and_1662.","LEM","07_18_02_17:49:21","jhm","11_27_03_14:16:24"
"LA_1362",1362,"LA","Rayatons","Pringle",,,,"assistant_to_constable","East_Lothian",0,"Involved_in_cases_in_1659._Very_unusual_first_name.","LEM","07_18_02_17:49:56","jhm","01_22_04_12:17:50"
