MeetingPlaceRef,MeetingPlaceSystemId,MeetingPlaceID,CaseRef,MeetingPlace_Place,Inversion,Location,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"MP_LA_487","LA",487,"C_EGD_1935","Moor",0,"Kilmacolme","LEM","01_31_02_10:39:36","LEM","01_31_02_10:39:45"
"MP_LA_488","LA",488,"C_EGD_1935","Yard",0,"christian_shaw","LEM","01_31_02_10:39:46","LEM","01_31_02_10:39:50"
"MP_LA_489","LA",489,"C_EGD_1935","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","01_31_02_10:39:52","jhm","10_23_02_10:49:38"
"MP_LA_490","LA",490,"C_EGD_1935","House",0,"murdered_boy","LEM","01_31_02_10:40:02","LEM","01_31_02_10:40:07"
"MP_LA_492","LA",492,"C_LA_2968","Moor",0,"kilmacolme","LEM","01_31_02_13:17:45","LEM","01_31_02_13:18:01"
"MP_LA_493","LA",493,"C_LA_2968","Yard",0,"Christian_Shaw's","LEM","01_31_02_13:19:12","LEM","01_31_02_13:19:18"
"MP_LA_494","LA",494,"C_LA_2969","Yard",0,"Christian_Shaw's","LEM","01_31_02_13:26:23","LEM","01_31_02_13:26:31"
"MP_LA_495","LA",495,"C_LA_2970",,0,"kilpatrick","LEM","01_31_02_14:59:44","LEM","01_31_02_14:59:47"
"MP_LA_496","LA",496,"C_LA_2970","Moor",0,"Kilmacolme","LEM","01_31_02_14:59:48","LEM","01_31_02_15:00:04"
"MP_LA_497","LA",497,"C_LA_2970","Yard",0,"Christian_Shaw","LEM","01_31_02_15:00:05","LEM","01_31_02_15:00:09"
"MP_LA_498","LA",498,"C_LA_2970","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","01_31_02_15:00:12","LEM","01_31_02_15:00:22"
"MP_LA_499","LA",499,"C_LA_2970","House",0,"murdered_child","LEM","01_31_02_15:00:24","LEM","01_31_02_15:00:29"
"MP_LA_5","LA",5,"C_EGD_948","Hilltop",0,"Dounhill_of_Spott","LEM","05_17_01_11:44:37","LEM","05_17_01_11:44:58"
"MP_LA_500","LA",500,"C_LA_2972",,0,"kilpatrick","LEM","01_31_02_20:55:03","LEM","01_31_02_20:55:10"
"MP_LA_501","LA",501,"C_LA_2972","Yard",0,"christian_Shaw's","LEM","01_31_02_20:55:11","LEM","01_31_02_20:55:22"
"MP_LA_502","LA",502,"C_LA_2972","Yard",0,"murdered_minsiter,_mr_John_Hardie","LEM","01_31_02_20:55:23","LEM","01_31_02_20:55:33"
"MP_LA_503","LA",503,"C_LA_2972","House",0,"murdered_boy's","LEM","01_31_02_20:55:34","LEM","01_31_02_20:55:48"
"MP_LA_504","LA",504,"C_LA_2972","Moor",0,"kilmacolme","LEM","01_31_02_20:55:51","LEM","01_31_02_20:55:58"
"MP_LA_505","LA",505,"C_EGD_1779",,0,"Kilpatrick","LEM","01_31_02_21:07:13","jhm","10_22_02_10:39:09"
"MP_LA_506","LA",506,"C_EGD_1779","Moor",0,"Kilmacolme","LEM","01_31_02_21:07:17","LEM","01_31_02_21:07:22"
"MP_LA_507","LA",507,"C_EGD_1779","Yard",0,"christian_shaw's","LEM","01_31_02_21:07:22","LEM","01_31_02_21:07:27"
"MP_LA_508","LA",508,"C_EGD_1779","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","01_31_02_21:07:28","LEM","01_31_02_21:07:36"
"MP_LA_509","LA",509,"C_EGD_1779","House",0,"murdered_child","LEM","01_31_02_21:07:37","LEM","01_31_02_21:07:44"
"MP_LA_510","LA",510,"C_LA_2973",,0,"kilpatrick","LEM","01_31_02_21:22:35","LEM","01_31_02_21:22:38"
"MP_LA_511","LA",511,"C_LA_2973","Moor",0,"kilmacolme","LEM","01_31_02_21:22:39","LEM","01_31_02_21:22:43"
"MP_LA_512","LA",512,"C_LA_2973","Yard",0,"Christian_Shaw's","LEM","01_31_02_21:22:44","LEM","01_31_02_21:22:52"
"MP_LA_513","LA",513,"C_LA_2973","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","01_31_02_21:22:53","LEM","01_31_02_21:23:01"
"MP_LA_514","LA",514,"C_LA_2973","House",0,"murdered_boy","LEM","01_31_02_21:23:03","LEM","01_31_02_21:23:15"
"MP_LA_515","LA",515,"C_LA_2974",,0,"kilpatrick","LEM","01_31_02_21:34:35","LEM","01_31_02_21:34:37"
"MP_LA_516","LA",516,"C_LA_2974","Moor",0,"kilmacolme","LEM","01_31_02_21:34:39","LEM","01_31_02_21:34:42"
"MP_LA_517","LA",517,"C_LA_2974","Yard",0,"Christian_Shaw's","LEM","01_31_02_21:34:43","LEM","01_31_02_21:34:48"
"MP_LA_518","LA",518,"C_LA_2974","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","01_31_02_21:34:48","LEM","01_31_02_21:35:06"
"MP_LA_519","LA",519,"C_LA_2974","House",0,"murdered_boy","LEM","01_31_02_21:35:07","LEM","01_31_02_21:35:22"
"MP_LA_520","LA",520,"C_LA_2975",,0,"Kilpatrick","LEM","02_01_02_11:22:18","LEM","02_01_02_11:22:21"
"MP_LA_521","LA",521,"C_LA_2975","Moor",0,"Kilmacolme","LEM","02_01_02_11:22:22","LEM","02_01_02_11:22:25"
"MP_LA_522","LA",522,"C_LA_2975","Yard",0,"Christian_Shaw's","LEM","02_01_02_11:22:26","LEM","02_01_02_11:22:34"
"MP_LA_523","LA",523,"C_LA_2975","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","02_01_02_11:22:36","LEM","02_01_02_11:22:54"
"MP_LA_524","LA",524,"C_LA_2975","House",0,"murdered_boy","LEM","02_01_02_11:22:55","LEM","02_01_02_11:23:02"
"MP_LA_525","LA",525,"C_LA_2976",,0,"kilpatrick","LEM","02_01_02_11:45:30","LEM","02_01_02_11:45:31"
"MP_LA_526","LA",526,"C_LA_2976","Moor",0,"kilmacolme","LEM","02_01_02_11:45:33","LEM","02_01_02_11:45:37"
"MP_LA_527","LA",527,"C_LA_2976","Yard",0,"Christian_Shaw's","LEM","02_01_02_11:45:38","LEM","02_01_02_11:45:45"
"MP_LA_528","LA",528,"C_LA_2976","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","02_01_02_11:45:45","LEM","02_01_02_11:45:52"
"MP_LA_529","LA",529,"C_LA_2976","House",0,"murdered_boy","LEM","02_01_02_11:45:53","LEM","02_01_02_11:46:13"
"MP_LA_530","LA",530,"C_LA_2977",,0,"kilpatrick","LEM","02_01_02_11:56:25","LEM","02_01_02_11:56:28"
"MP_LA_531","LA",531,"C_LA_2977","Moor",0,"Kilmacolme","LEM","02_01_02_11:56:57","LEM","02_01_02_11:57:00"
"MP_LA_532","LA",532,"C_LA_2977","Yard",0,"christian_shaw's","LEM","02_01_02_11:57:02","LEM","02_01_02_11:57:08"
"MP_LA_533","LA",533,"C_LA_2977","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","02_01_02_11:57:09","LEM","02_01_02_11:57:15"
"MP_LA_534","LA",534,"C_LA_2977","House",0,"murdered_boy","LEM","02_01_02_11:57:16","LEM","02_01_02_11:57:21"
"MP_LA_535","LA",535,"C_LA_2978",,0,"kilpatrick","LEM","02_01_02_12:17:48","LEM","02_01_02_12:17:51"
"MP_LA_536","LA",536,"C_LA_2978","Moor",0,"Kilmacolme","LEM","02_01_02_12:17:54","LEM","02_01_02_12:17:58"
"MP_LA_537","LA",537,"C_LA_2978","Yard",0,"christian_shaw","LEM","02_01_02_12:17:59","LEM","02_01_02_12:18:07"
"MP_LA_538","LA",538,"C_LA_2978","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","02_01_02_12:18:08","LEM","02_01_02_12:18:13"
"MP_LA_539","LA",539,"C_LA_2978","House",0,"murdered_boy","LEM","02_01_02_12:18:14","LEM","02_01_02_12:18:21"
"MP_LA_540","LA",540,"C_LA_2979",,0,"kilpatrick","LEM","02_01_02_12:29:06","LEM","02_01_02_12:29:10"
"MP_LA_541","LA",541,"C_LA_2979","Moor",0,"kilmacolme","LEM","02_01_02_12:29:10","LEM","02_01_02_12:29:14"
"MP_LA_542","LA",542,"C_LA_2979","Yard",0,"christian_shaw","LEM","02_01_02_12:29:35","LEM","02_01_02_12:29:59"
"MP_LA_543","LA",543,"C_LA_2979","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","02_01_02_12:29:59","LEM","02_01_02_12:30:07"
"MP_LA_544","LA",544,"C_LA_2979","House",0,"murdered_boy","LEM","02_01_02_12:30:15","LEM","02_01_02_12:30:33"
"MP_LA_545","LA",545,"C_LA_2980",,0,"Kilpatrick","LEM","02_01_02_12:40:08","LEM","02_01_02_12:40:13"
"MP_LA_546","LA",546,"C_LA_2980","Moor",0,"Kilmacolme","LEM","02_01_02_12:40:22","LEM","02_01_02_12:40:26"
"MP_LA_547","LA",547,"C_LA_2980","Yard",0,"Christian_Shaw","LEM","02_01_02_12:40:27","LEM","02_01_02_12:40:31"
"MP_LA_548","LA",548,"C_LA_2980","Yard",0,"murdered_minister,_Mr._John_Hardie","LEM","02_01_02_12:40:32","LEM","02_01_02_12:40:38"
"MP_LA_549","LA",549,"C_LA_2980","House",0,"murdered_boy","LEM","02_01_02_12:40:39","LEM","02_01_02_12:40:46"
"MP_LA_55","LA",55,"C_EGD_1170","River",0,"head_of_deadman's_burne","LEM","06_18_01_10:03:29","LEM","06_18_01_10:03:44"
"MP_LA_552","LA",552,"C_EGD_162","Den",0,"near_Niddrie","LEM","05_06_02_20:05:57","LEM","05_06_02_20:06:41"
"MP_LA_553","LA",553,"C_EGD_166","Hilltop",0,"Coldingham_Law","LEM","05_07_02_10:33:37","LEM","05_07_02_10:33:48"
"MP_LA_554","LA",554,"C_EGD_674","Yard",0,,"LEM","05_07_02_11:03:28","LEM","05_07_02_11:03:33"
"MP_LA_555","LA",555,"C_EGD_674","Shore",0,"Eyemouth","LEM","05_07_02_11:03:39","LEM","05_07_02_11:03:55"
"MP_LA_556","LA",556,"C_LA_3019","Shore",0,"Eyemouth","LEM","05_07_02_12:09:47","LEM","05_07_02_12:09:54"
"MP_LA_557","LA",557,"C_LA_3019","Yard",0,,"LEM","05_07_02_12:10:31","LEM","05_07_02_12:10:37"
"MP_LA_558","LA",558,"C_EGD_301","Forest",0,,"LEM","05_07_02_15:53:41","LEM","05_07_02_15:53:46"
"MP_LA_559","LA",559,"C_EGD_301","House",0,"her_own","LEM","05_07_02_15:53:47","LEM","05_07_02_15:53:51"
"MP_LA_560","LA",560,"C_EGD_238","Mill",0,"Babirn","LEM","05_07_02_16:31:41","LEM","05_07_02_16:31:51"
"MP_LA_561","LA",561,"C_EGD_435","Mill",0,"Haddington","LEM","06_06_02_12:43:36","LEM","06_06_02_12:43:54"
"MP_LA_562","LA",562,"C_EGD_435","Moor",0,"Tranent_Muir_Brae","LEM","06_06_02_12:52:57","LEM","06_06_02_12:53:14"
"MP_LA_563","LA",563,"C_EGD_435",,0,"West_Port_of_Edinburgh","LEM","06_06_02_12:53:16","LEM","06_06_02_12:53:22"
"MP_LA_564","LA",564,"C_EGD_435","Kirk",0,"Gladsmuir_Kirk","LEM","06_06_02_12:53:42","LEM","06_06_02_12:53:45"
"MP_LA_565","LA",565,"C_EGD_435","Wood",0,"Saltoun_Wood","LEM","06_06_02_12:53:48","LEM","06_06_02_12:53:53"
"MP_LA_566","LA",566,"C_EGD_435",,0,"Wester_Saltoun","LEM","06_06_02_12:54:03","LEM","06_06_02_12:54:06"
"MP_LA_567","LA",567,"C_EGD_435","Mill",0,"Paiston","LEM","06_06_02_12:54:27","LEM","06_06_02_12:54:30"
"MP_LA_568","LA",568,"C_EGD_435",,0,"Haddington","LEM","06_06_02_12:54:36","LEM","06_06_02_12:54:43"
"MP_LA_569","LA",569,"C_EGD_435","Kirkyard",0,"Haddington","LEM","06_06_02_12:54:45","LEM","06_06_02_12:54:57"
"MP_LA_570","LA",570,"C_EGD_435","Burn",0,"Lethair_burn","LEM","06_06_02_12:55:00","LEM","06_06_02_12:55:10"
"MP_LA_571","LA",571,"C_EGD_435","Barn",0,,"LEM","06_06_02_12:55:11","LEM","06_06_02_12:55:18"
"MP_LA_572","LA",572,"C_EGD_435","Moor",0,"Gladsmuir","LEM","06_06_02_12:55:19","LEM","06_06_02_12:55:24"
"MP_LA_573","LA",573,"C_EGD_435",,0,"East_Barnes,_Dunbar","LEM","06_06_02_12:55:29","LEM","06_06_02_12:55:39"
"MP_LA_574","LA",574,"C_EGD_435",,0,"Broxburn","LEM","06_06_02_12:55:41","LEM","06_06_02_12:55:54"
"MP_LA_575","LA",575,"C_EGD_435","Links",0,"Gullane","LEM","06_06_02_12:56:00","LEM","06_06_02_12:56:19"
"MP_LA_578","LA",578,"C_EGD_2244","Hilltop",0,"Hill_of_Rendall","LEM","06_19_02_11:02:26","LEM","06_19_02_11:02:34"
"MP_LA_579","LA",579,"C_EGD_2208","Kirkyard",0,"Cross_Kirk_of_Westray","LEM","06_19_02_11:45:18","jhm","10_24_02_14:23:27"
"MP_LA_580","LA",580,"C_EGD_2212","Loch",0,,"LEM","06_19_02_12:00:17","LEM","08_06_02_12:10:21"
"MP_LA_581","LA",581,"C_EGD_2211","Hilltop",0,"between_Harray_and_Rendall","LEM","06_19_02_16:00:36","LEM","06_19_02_16:00:50"
"MP_LA_582","LA",582,"C_EGD_694","Ford",0,"Reidfoord","LEM","06_24_02_22:30:41","LEM","06_24_02_22:31:10"
"MP_LA_583","LA",583,"C_EGD_687",,0,"between_Winton_and_Seaton","LEM","06_25_02_11:06:25","LEM","06_25_02_11:06:36"
"MP_LA_584","LA",584,"C_LA_3061","House",0,"Sarah_Cranston's","LEM","06_25_02_12:34:39","LEM","06_25_02_12:34:51"
"MP_LA_585","LA",585,"C_LA_3061","Burn",0,"cow_burn","LEM","06_25_02_12:35:25","LEM","06_25_02_12:35:30"
"MP_LA_586","LA",586,"C_LA_3061","Burn",0,"Manispark_burn","LEM","06_25_02_12:35:32","LEM","06_25_02_12:35:54"
"MP_LA_587","LA",587,"C_EGD_694","Bridge",0,"Keith_Bridge","LEM","06_25_02_12:43:36","LEM","06_25_02_12:43:40"
"MP_LA_588","LA",588,"C_EGD_620","Ford",0,"Reidfoord","LEM","06_25_02_13:14:35","LEM","06_25_02_13:14:48"
"MP_LA_589","LA",589,"C_EGD_620","Wood",0,"Ormiston_wood","LEM","06_25_02_13:15:11","LEM","06_25_02_13:15:16"
"MP_LA_590","LA",590,"C_EGD_620","Haugh",0,"Lint_Haugh","LEM","06_25_02_13:15:17","LEM","06_25_02_13:15:21"
"MP_LA_591","LA",591,"C_EGD_620","Haugh",0,"Ward_Haugh","LEM","06_25_02_13:15:22","LEM","06_25_02_13:15:34"
"MP_LA_592","LA",592,"C_EGD_616","Dam",0,"Ormiston,_Cowsland_dean","LEM","06_25_02_13:36:13","LEM","06_25_02_13:36:20"
"MP_LA_593","LA",593,"C_EGD_616","Burn",0,"cows_burn","LEM","06_25_02_13:36:24","LEM","06_25_02_13:36:30"
"MP_LA_594","LA",594,"C_EGD_703","Links",0,,"LEM","07_04_02_14:25:29","LEM","07_04_02_14:25:36"
"MP_LA_595","LA",595,"C_EGD_702","Links",0,"Bo'ness","LEM","07_04_02_14:25:59","LEM","07_04_02_14:26:11"
"MP_LA_599","LA",599,"C_EGD_203","House",0,"A_fellow_witch's_house","LEM","07_12_02_10:41:11","jhm","10_23_02_14:17:33"
"MP_LA_6","LA",6,"C_EGD_162","Salt_pans",0,"pan_brae_of_salt_pans","LEM","05_18_01_13:00:02","LEM","05_18_01_13:00:21"
"MP_LA_60","LA",60,"C_LA_2689","Yard",0,"tenth_yard_of_eyemouth","LEM","06_18_01_10:35:19","LEM","06_18_01_10:35:31"
"MP_LA_600","LA",600,"C_EGD_204","House",0,"another_witch's_house","LEM","07_12_02_12:41:53","jhm","10_23_02_14:37:05"
"MP_LA_601","LA",601,"C_EGD_205","House",0,"another_witch's_house","LEM","07_12_02_12:56:17","jhm","10_23_02_14:54:57"
"MP_LA_602","LA",602,"C_EGD_291","Yard",0,"a_yard_dyk","LEM","07_18_02_10:36:29","LEM","07_18_02_10:36:43"
"MP_LA_603","LA",603,"C_EGD_292","House",0,,"LEM","07_18_02_11:15:50","LEM","07_18_02_11:16:02"
"MP_LA_604","LA",604,"C_EGD_293",,0,"Loanhead","LEM","07_18_02_11:52:57","LEM","07_18_02_11:54:21"
"MP_LA_607","LA",607,"C_EGD_311",,0,"Gallowhop","LEM","07_18_02_17:23:37","LEM","07_18_02_17:23:39"
"MP_LA_608","LA",608,"C_EGD_311","Hilltop",0,"Sandie's_Hill","LEM","07_18_02_17:23:40","LEM","07_18_02_17:23:51"
"MP_LA_609","LA",609,"C_EGD_311",,0,"The_Home,_in_Stenton","LEM","07_18_02_17:33:34","LEM","07_18_02_17:34:06"
"MP_LA_61","LA",61,"C_LA_2689","Shore",0,"shore_of_eyemouth","LEM","06_18_01_10:35:35","LEM","06_18_01_10:35:43"
"MP_LA_610","LA",610,"C_EGD_309","House",0,"Lacost's_house","LEM","07_18_02_17:57:40","jhm","11_04_02_13:06:44"
"MP_LA_611","LA",611,"C_EGD_309",,0,"Gallowhop","LEM","07_18_02_17:57:44","LEM","07_18_02_17:58:08"
"MP_LA_612","LA",612,"C_EGD_309","Hilltop",0,"Sandie's_Hill","LEM","07_18_02_17:58:09","LEM","07_18_02_17:58:14"
"MP_LA_613","LA",613,"C_EGD_310","Yard",0,"her_own","LEM","07_18_02_18:09:56","jhm","11_04_02_13:12:20"
"MP_LA_614","LA",614,"C_EGD_310",,0,"Hallowhop","LEM","07_18_02_18:17:46","jhm","11_04_02_13:12:10"
"MP_LA_615","LA",615,"C_EGD_319","House",0,"Allesone_Fermor's","LEM","07_19_02_09:28:19","LEM","07_19_02_09:28:28"
"MP_LA_616","LA",616,"C_EGD_319",,0,"Gallowhop","LEM","07_19_02_09:28:30","LEM","07_19_02_09:28:49"
"MP_LA_617","LA",617,"C_EGD_318","Burn",0,"Carfrae_Burn","LEM","07_19_02_09:52:12","LEM","07_19_02_09:52:18"
"MP_LA_618","LA",618,"C_EGD_318",,0,"Gallowhop","LEM","07_19_02_09:52:19","LEM","07_19_02_09:52:42"
"MP_LA_619","LA",619,"C_LA_3135","Kirk",0,"Chaple_Stair","LEM","07_19_02_12:49:51","LEM","07_19_02_12:50:12"
"MP_LA_620","LA",620,"C_EGD_792","House",0,"Jon_Wilson's","LEM","07_23_02_15:12:59","LEM","07_23_02_15:13:24"
"MP_LA_621","LA",621,"C_EGD_33","Glen",0,"Glen_of_Corloy","LEM","07_24_02_10:30:48","LEM","07_24_02_10:31:13"
"MP_LA_622","LA",622,"C_EGD_108",,0,"Presonpans","LEM","07_26_02_09:49:54","LEM","07_26_02_09:50:03"
"MP_LA_623","LA",623,"C_EGD_120",,0,"Prestonpans","LEM","07_26_02_09:55:02","LEM","07_26_02_09:55:06"
"MP_LA_624","LA",624,"C_EGD_120","Kirk",0,"North_Berwick","LEM","07_26_02_09:56:31","LEM","07_26_02_09:56:38"
"MP_LA_625","LA",625,"C_EGD_120","Kirkyard",0,"North_Berwick","LEM","07_26_02_09:56:39","LEM","07_26_02_09:56:45"
"MP_LA_626","LA",626,"C_EGD_107",,0,"Fyrnt_Hoillis_of_Prestonpans","LEM","07_26_02_10:02:30","LEM","07_26_02_10:03:14"
"MP_LA_627","LA",627,"C_EGD_110",,0,"The_Ship","LEM","07_26_02_10:32:53","LEM","07_26_02_10:32:59"
"MP_LA_628","LA",628,"C_EGD_63","Hilltop",0,,"LEM","07_26_02_10:57:25","LEM","07_26_02_11:43:13"
"MP_LA_629","LA",629,"C_EGD_345","Dam",0,"The_Stone_Well","LEM","07_30_02_11:11:32","LEM","07_30_02_11:11:40"
"MP_LA_630","LA",630,"C_EGD_345","Green",0,"between_Tranent_and_Seaton","LEM","07_30_02_11:12:10","LEM","07_30_02_11:12:29"
"MP_LA_631","LA",631,"C_EGD_346","Dam",0,"of_Tranent","LEM","07_30_02_12:13:54","LEM","07_30_02_12:14:12"
"MP_LA_632","LA",632,"C_EGD_346","Green",0,"Bragreen_between_Seaton_and_Tranent","LEM","07_30_02_12:14:14","LEM","07_30_02_12:14:31"
"MP_LA_633","LA",633,"C_EGD_347",,0,"Prestonpans","LEM","07_30_02_13:46:54","LEM","07_30_02_13:47:22"
"MP_LA_634","LA",634,"C_EGD_353","Kirk",0,"the_Old_Kirk","LEM","08_01_02_09:28:04","LEM","08_01_02_09:28:11"
"MP_LA_635","LA",635,"C_EGD_344","Windmill",0,"of_the_pans","LEM","08_01_02_09:38:47","LEM","08_01_02_09:39:09"
"MP_LA_636","LA",636,"C_EGD_349","Green",0,"Bragreen_between_Seaton_and_Tranent","LEM","08_01_02_09:46:58","LEM","08_01_02_09:47:21"
"MP_LA_637","LA",637,"C_EGD_343","Green",0,"Bragreen_between_Seaton_and_Tranent","LEM","08_01_02_09:56:06","LEM","08_01_02_09:56:24"
"MP_LA_638","LA",638,"C_EGD_273","Hilltop",0,,"LEM","08_01_02_10:53:01","LEM","08_01_02_10:53:13"
"MP_LA_639","LA",639,"C_EGD_273","Kirk",0,"Irvine","LEM","08_01_02_10:54:04","jhm","10_31_02_11:30:51"
"MP_LA_640","LA",640,"C_EGD_1474","Kirk",0,"Nairn","LEM","08_20_02_14:50:54","LEM","08_20_02_14:50:58"
"MP_LA_641","LA",641,"C_EGD_1474",,0,"Darnvay","LEM","08_20_02_15:02:36","LEM","08_20_02_15:02:41"
"MP_LA_642","LA",642,"C_EGD_1558","Kirk",0,"The_Kirk_of_Auldearn","LEM","08_22_02_10:41:55","LEM","08_22_02_10:42:08"
"MP_LA_643","LA",643,"C_EGD_1558","Kirk",0,"Kirk_of_Nairn","LEM","08_22_02_10:44:37","LEM","08_22_02_10:44:42"
"MP_LA_644","LA",644,"C_EGD_1558","Hilltop",0,"Hill_of_Earlfeat","LEM","08_22_02_10:49:53","LEM","08_22_02_10:50:00"
"MP_LA_645","LA",645,"C_EGD_1558","Dye-House",0,"Auldearn","LEM","08_22_02_11:09:46","LEM","08_22_02_11:09:55"
"MP_LA_65","LA",65,"C_EGD_1605","House",0,"Her_house","LEM","06_19_01_14:10:38","LEM","06_19_01_14:11:07"
"MP_LA_66","LA",66,"C_EGD_372","Bank_Head",0,"Wolmet_Bank","LEM","06_27_01_16:09:33","LEM","06_27_01_16:10:57"
"MP_LA_661","LA",661,"C_EGD_1224","Hilltop",0,"Coldinghame_Law","LEM","11_18_02_15:51:06","LEM","11_18_02_15:51:26"
"MP_LA_662","LA",662,"C_EGD_1224","House",0,"Bessie_Sleigh's","LEM","11_18_02_15:51:27","LEM","11_18_02_15:51:35"
"MP_LA_663","LA",663,"C_EGD_1224","Hilltop",0,"Borthwick_Hill","LEM","11_18_02_15:51:36","LEM","11_18_02_15:51:48"
"MP_LA_664","LA",664,"C_EGD_1224","Hilltop",0,"Duns_Law","LEM","11_18_02_15:51:48","LEM","11_18_02_15:51:56"
"MP_LA_665","LA",665,"C_EGD_1225","Hilltop",0,"Coldingham_Law","LEM","11_18_02_16:05:59","LEM","11_18_02_16:06:08"
"MP_LA_666","LA",666,"C_EGD_1225","Hilltop",0,"Duns_Law","LEM","11_18_02_16:06:22","LEM","11_18_02_16:06:26"
"MP_LA_667","LA",667,"C_EGD_1225","Hilltop",0,"Borthwick_Hill","LEM","11_18_02_16:06:26","LEM","11_18_02_16:06:46"
"MP_LA_668","LA",668,"C_EGD_1226","Hilltop",0,"Duns_Law","LEM","11_18_02_16:18:29","LEM","11_18_02_16:18:36"
"MP_LA_669","LA",669,"C_EGD_1226","Hilltop",0,"Borthwick_Hills","LEM","11_18_02_16:18:42","LEM","11_18_02_16:18:54"
"MP_LA_67","LA",67,"C_EGD_372","Moor",0,"Burrow_Mure","LEM","06_27_01_16:11:04","LEM","06_27_01_16:11:26"
"MP_LA_68","LA",68,"C_EGD_371","Road",0,"between_Sheriffhall_burn_and_Dalkeith","LEM","06_27_01_16:18:01","jhm","11_05_02_14:21:56"
"MP_LA_69","LA",69,"C_EGD_374","Yard",0,"Sheriffhall","LEM","06_27_01_16:21:48","LEM","06_27_01_16:22:13"
"MP_LA_7","LA",7,"C_EGD_162","House",0,"suspect's_in_Nyddrie_Myln","LEM","05_18_01_13:00:21","LEM","05_18_01_13:00:59"
"MP_LA_70","LA",70,"C_EGD_374","House",0,"fellow_accused_witch's,_at_11pm","LEM","06_27_01_16:23:02","jhm","11_05_02_14:44:36"
"MP_LA_71","LA",71,"C_EGD_373","Bank_Head",0,"Wolmet_bank","LEM","06_28_01_09:20:53","LEM","06_28_01_09:22:20"
"MP_LA_72","LA",72,"C_EGD_370","Bank_Head",0,"Wolmet_Bank","LEM","06_28_01_09:31:25","LEM","07_09_01_10:25:51"
"MP_LA_73","LA",73,"C_EGD_370","Yard",0,"Sheriffhall","LEM","06_28_01_09:31:35","LEM","06_28_01_09:31:57"
"MP_LA_78","LA",78,"C_EGD_1390","Yard",0,"Sheriffhall","LEM","06_28_01_09:57:01","LEM","06_28_01_09:57:05"
"MP_LA_79","LA",79,"C_EGD_1390","House",0,"her_house","LEM","06_28_01_09:57:22","LEM","06_28_01_09:57:40"
"MP_LA_8","LA",8,"C_EGD_162","Salt_pans",0,"Salt_Coitmure","LEM","05_18_01_13:01:08","LEM","05_18_01_13:01:38"
"MP_LA_9","LA",9,"C_EGD_166","House",0,"Oswald's_in_Nyddrie_Mylne","LEM","05_18_01_15:13:52","LEM","05_18_01_15:15:22"
"MP_LA_96","LA",96,"C_EGD_380","House",0,"her_own_house","LEM","06_29_01_11:06:53","LEM","06_29_01_11:06:58"
"MP_LA_97","LA",97,"C_EGD_380","Dam",0,"Newtown_Deimhead","LEM","06_29_01_11:09:00","LEM","06_29_01_11:09:19"
"MP_LA_98","LA",98,"C_EGD_380","Road",0,"on_the_way_to_the_Mill","LEM","06_29_01_11:09:26","LEM","06_29_01_11:09:33"
"MP_LA_99","LA",99,"C_EGD_365","Dam",0,"Newtown_Deinhead","LEM","06_29_01_11:54:36","LEM","06_29_01_11:54:43"
