ReferenceRef,RefSystemID,ReferenceID,CaseRef,SourceRef,Reference,KirkSession,Presbytery,BurghCourt,Confession,DraftDittay,Comm_CourtMin,Just_CourtMin,Circuit_CourtMin,Dittay,Pleadings,WitDep,WitStatement,CommJust,PrivyCouncil,Parliament,Estates,Royal,CommText,Verdict,Sentence,Chronicle,Financial,Other,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"R_JO_3046","JO",3046,"C_EGD_2336","Linlithgow_presbytery_records","CH2_242_3,_p_138",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Entry_(6_12_1643)notes_that_accused_is_incarcerated_in_Queensferry_and_that_the_brethren_were_to_confer_with_the_provost(?)_to_obtain_a_warrand_for_trial_and_assize.","jhm","07_24_01_12:27:25","jhm","10_25_02_17:30:35"
"R_JO_3047","JO",3047,"C_EGD_2318","Linlithgow_presbytery_records","CH2_242_3,_p_138,_141-2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Entry_records_that_the_accused_is_suspect_for_using_charming_and_witchcraft_and_the_brethren_were_to_request_commission_for_trial_and_assize_from_Privy_Council,_31_1_1644._No_details_if_this_happened,","jhm","07_24_01_12:38:13","jhm","10_25_02_17:07:20"
"R_JO_3048","JO",3048,"C_EGD_2340","Linlithgow_presbytery_records","CH2_242_3,_p_138",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_that_accused_held_in_prison_and_commission_to_be_requested.","jhm","07_24_01_13:00:00","jhm","07_24_01_13:00:26"
"R_JO_3049","JO",3049,"C_EGD_2339","Linlithgow_presbytery_records","CH2_242_3,_p_138.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_about_being_held_in_prison_and_commission_to_be_requested_from_PC,_20_12_1643.","jhm","07_24_01_13:03:38","jhm","10_25_02_17:36:50"
"R_JO_3050","JO",3050,"C_EGD_2338","Linlithgow_presbytery_records","CH2_242_3,_p_138",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_that_accused_in_prison_and_a_commission_from_PCwas_to_be_requested,_20_12_1643.","jhm","07_24_01_13:08:49","jhm","10_25_02_17:35:49"
"R_JO_3051","JO",3051,"C_EGD_2337","Linlithgow_presbytery_records","CH2_242_3,_p_138",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_that_accused_held_and_that_a_commission_was_to_be_requested,_20_12_1643.","jhm","07_24_01_13:13:22","jhm","10_25_02_17:34:32"
"R_JO_3052","JO",3052,"C_EGD_2341","Linlithgow_presbytery_records","CH2_242_3,_p_138",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Presbytery_records_note_that_accused_was_held_in_prison_and_that_a_commission_from_PC_was_to_be_requested,_20_12_1643.","jhm","07_24_01_13:17:01","jhm","07_24_01_13:19:52"
"R_JO_3053","JO",3053,"C_EGD_2344","Linlithgow_presbytery_records","CH2_242_3,_p_138",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_that_accused_held_in_prison_and_commission_to_be_requested_from_PC,_20_12_1643.","jhm","07_24_01_13:21:30","jhm","07_24_01_13:22:01"
"R_JO_3054","JO",3054,"C_EGD_2347","Linlithgow_presbytery_records","CH2_242_3,_p_145.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_that_she_was_to_be_imprisoned.","jhm","07_24_01_14:35:51","jhm","10_25_02_17:50:50"
"R_JO_3055","JO",3055,"C_EGD_1298","Linlithgow_presbytery_records","CH2_242_3,_p_146",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_that_she_has_been_accused_but_denies_all_accusations_against_her,_10_4_1644.","jhm","07_24_01_14:53:39","jhm","07_24_01_15:05:20"
"R_JO_3056","JO",3056,"C_JO_2848","Linlithgow_presbytery_records","CH2_242_3,_p_146",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","07_24_01_15:22:21","LEM","11_01_02_14:03:37"
"R_JO_3057","JO",3057,"C_JO_2849","Linlithgow_presbytery_records","CH2_242_3,_p_146.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_that_local_minister_has_named_her_as_a_witch_and_that_further_investigations_are_to_be_done.","jhm","07_24_01_15:25:47","jhm","07_24_01_15:26:23"
"R_JO_3058","JO",3058,"C_JO_2850","Linlithgow_presbytery_records","CH2_242_3,_p_147.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_that_she_was_imprisoned_and_had_confessed_to_kirk_session,_commission_to_be_requested_from_PC,_24_4_1644","jhm","07_24_01_15:30:08","jhm","07_24_01_15:30:55"
"R_JO_3059","JO",3059,"C_EGD_1871","Linlithgow_presbytery_records","CH2_242_3,_p_152",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Short_entry_mentioning_William_Barton,_warlock._Entry_suggests_that_he_gave_money_to_a_woman_and_the_woman's_husband_argued_with_Barton_in_the_kirkyard_but_the_precise_nature_of_the_complaint_is_unclear._Later_he_is_recorded_as_a_thief","jhm","07_24_01_15:37:18","jhm","07_24_01_15:44:32"
"R_JO_3060","JO",3060,"C_JO_2851","Linlithgow_presbytery_records","CH2_242_3,_p_286.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Page_numbering_mistake_in_presbytery_minutes,_it_is_numbered_p1-275,_then_after_break_the_page_numbers_start_again_at_p277-286,_then_go_back_to_267_again.","jhm","07_25_01_09:50:09","LEM","11_01_02_11:40:24"
"R_JO_3061","JO",3061,"C_JO_2852","Linlithgow_presbytery_records","CH2_242_3,_p_267-9.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Page_numbering_mistake_in_presbytery_minutes,_it_is_numbered_p1-275,_then_after_break_the_page_numbers_start_again_at_p277-286,_then_go_back_to_267_again._This_is_the_second_p_267.","jhm","07_25_01_09:58:41","LEM","11_01_02_11:39:42"
"R_JO_3062","JO",3062,"C_JO_2853","Linlithgow_presbytery_records","CH2_242_3,_4_4_1649",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Page_numbering_becomes_erratic_in_later_stages_of_this_volume._Entry_records_that_she_is_suspect_and_that_they_are_concerned_that_she_might_try_to_run_away._The_local_minister_is_told_to_deal_with_the_civil_magistrate.","jhm","07_25_01_10:30:12","jhm","07_25_01_10:31:52"
"R_JO_3063","JO",3063,"C_JO_2834","Linlithgow_presbytery_records","CH2_242_3,_13_2_1650",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","07_25_01_11:25:27","LEM","11_01_02_14:38:50"
"R_JO_3064","JO",3064,"C_JO_2833","Linlithgow_presbytery_records","CH2_242_3,_27_2_1650",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","07_25_01_11:31:38","LEM","11_01_02_14:40:37"
"R_JO_3065","JO",3065,"C_EGD_219","Linlithgow_presbytery_records","CH2_242_3,_27_2_1650",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No_pagination,_entry_records_that_accused_had_been_named_by_other_witches_and_was_therefore_guilty_of_witchcraft_and_mala_fama.","jhm","07_25_01_11:38:19","jhm","07_25_01_11:39:10"
"R_JO_3066","JO",3066,"C_EGD_214","Linlithgow_presbytery_records","CH2_242_3,_13_3_1650",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No_pagination,_entry_records_that_accused_is_a_confessed_warlock_and_the_matter_is_to_be_referred_to_the_'judge_competent'.","jhm","07_25_01_11:47:23","jhm","07_25_01_11:49:02"
"R_JO_3067","JO",3067,"C_EGD_221","Linlithgow_presbytery_records","CH2_242_3,_13_3_1650.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No_pagination,_entry_records_that_accused_had_confessed_and_the_matter_was_to_be_referred_to_the_'judge_competent'.","jhm","07_25_01_11:52:10","jhm","07_25_01_11:52:50"
"R_JO_3068","JO",3068,"C_JO_2854","Linlithgow_presbytery_records","CH2_242_3,_13_3_1650.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No_pagination","jhm","07_25_01_11:57:07","LEM","11_01_02_11:31:32"
"R_JO_3069","JO",3069,"C_EGD_2046","Linlithgow_presbytery_records","CH2_242_3,_19_6_1650.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No_pagination._Entry_records_that_the_brethren_have_been_advised_to_consult_parliament,_secret_council_or_the_committee_of_estates_to_get_a_commission_for_assize._No_further_details","jhm","07_25_01_12:06:04","jhm","07_25_01_12:07:31"
"R_JO_3070","JO",3070,"C_JO_2852",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Gilmore,_p_145.","jhm","07_25_01_12:33:28","jhm","07_25_01_12:33:36"
"R_JO_3071","JO",3071,"C_EGD_2337","RPC","2nd_series,_vol_8,_p_109-110.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"details_recorded_from_another_accused_witch.","Note_that_Young_had_been_burnt_and_was_named_by_a_number_of_other_accused_witches_prior_to_their_execution.","jhm","07_26_01_15:31:54","jhm","07_26_01_15:34:43"
"R_JO_3072","JO",3072,"C_EGD_2336","RPC","2nd_series,_vol_8,_p_110.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"In_discussion_about_another_accusation","Mentioned_in_discussion_related_to_Margaret_Young_(C_egd_1297).","jhm","07_26_01_15:38:16","LEM","10_19_01_09:37:22"
"R_JO_3073","JO",3073,"C_EGD_2346","RPC","2nd_series,_vol_8,_p_110.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mention_in_another_trial_process","Mention_about_Logie_who_had_been_burnt_who_named_other_witches.","jhm","07_26_01_15:50:01","jhm","07_26_01_15:50:52"
"R_JO_3074","JO",3074,"C_EGD_2347","RPC","2nd_series,_vol_8,_p_110.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"named_in_another_trial_process","Named_in_Margaret_Young_(C_EGD_1297)_trial_process_and_investigation.","jhm","07_26_01_15:56:11","jhm","07_26_01_15:57:05"
"R_JO_3076","JO",3076,"C_JO_2855","RPC","2nd_series,_vol_3,_p_170.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,"Commission_to_search_for,_arrest_and_examine_the_accused.","jhm","07_27_01_13:05:09","jhm","07_27_01_13:05:56"
"R_JO_3077","JO",3077,"C_EGD_1859","Peebles_Presbytery_records","CH2_295_2,_156v,_r",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_that_accused_suspected_of_witchcraft_and_minister_ordered_to_make_inquiries_in_the_parish._Later_told_to_make_public_satisfaction_in_the_kirks_of_Manor,_Stobo,_Lyne,_Eddleston,_Innerleithen_and_Peebles.","jhm","07_30_01_10:07:45","jhm","10_22_02_14:38:54"
"R_JO_3078","JO",3078,"C_JO_2856","Peebles_Presbytery_records","CH2_295_2,_118_v,_r",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","07_30_01_10:24:01","LEM","11_01_02_11:25:23"
"R_JO_3079","JO",3079,"C_EGD_2277","Peebles_Presbytery_records","CH2_295_2,_157v,_159v",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Entries_record_investigation_and_minutes_the_statements_from_key_witnesses_who_claimed_that_Robisone_was_responsible_for_the_death_of_their_brother_(20_4_1643)._Later_entries_note_that_there_was_to_be_a_trial_in_Peebles_(4_1_16440_and_another_one_records_that_he_denied_the_charges.","jhm","07_30_01_10:57:02","jhm","07_30_01_12:08:21"
"R_JO_3080","JO",3080,"C_JO_2857","Peebles_Presbytery_records","CH2_295_2,_164v",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_that_she_was_fugitive_from_the_civil_magistrates_in_Peebles_and_ministers_urged_to_help_find_her._Later_entries_4_1_1644_and_8_2_1644_refer_to_her_trial_which_was_held_in_Peebles._Later_note_records_that_she_denied_the_accusations.","jhm","07_30_01_11:29:25","jhm","07_30_01_12:05:18"
"R_JO_3081","JO",3081,"C_EGD_1861","Peebles_Presbytery_records","CH2_295_3,_112v,_113v,_115r,_117v-118r,_122v,_126v,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Entries_record_the_presbytery_investigation_about_accusations_of_charming_and_witchcraft._She_refused_to_confess_so_presbytery_took_advice_from_Agnes_Stuart_(local_woman_who_had_also_been_in_trouble_with_the_church_for_her_behaviour_although_nothing_to_do_with_witchcraft)_about_getting_a_pricker_who_had_been_used_in_other_areas._Cathie_examined_the_women_(11_10_1649)_and_reported_that_he_found_marks_on_Coutts_and_Twedy.","jhm","07_31_01_11:49:13","jhm","10_22_02_14:59:58"
"R_JO_3082","JO",3082,"C_EGD_1817","Peebles_Presbytery_records","CH2_295_3,_115v,122v,_126v,_128v",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Records_the_investigation_by_presbytery_into_accusations_against_the_suspect._She_refused_to_confess,_so_presbytery_take_advice_from_Agnes_Stuart_(local_woman_who_had_also_been_in_trouble_with_the_church_for_her_behaviour_although_nothing_to_do_with_witchcraft)_about_getting_a_pricker_who_had_been_used_in_other_areas._Cathie_then_examined_the_women_(11_10_1649)_and_reported_that_he_found_marks_on_Coutts_and_Twedy.","jhm","07_31_01_12:14:29","jhm","10_22_02_12:56:16"
"R_JO_3083","JO",3083,"C_EGD_1862","Peebles_Presbytery_records","CH2_295_3,_129v",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mentioned_in_Janet_Coutts_confession_and_confessed_herself.","jhm","07_31_01_14:40:50","jhm","10_22_02_15:05:04"
"R_JO_3084","JO",3084,"C_EGD_2005","Peebles_Presbytery_records","CH2_295_3,_129v.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Entry_records_her_confession.","jhm","07_31_01_14:58:18","jhm","07_31_01_14:58:40"
"R_JO_3085","JO",3085,"C_EGD_2023","Peebles_Presbytery_records","CH2_295_3,_129v.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Confronted_another_accused_witch_Marion_Watsone.","jhm","07_31_01_15:12:07","jhm","10_23_02_14:09:15"
"R_JO_3086","JO",3086,"C_EGD_1859","Peebles_Presbytery_records","CH2_295_3,_129r,_130v.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Later_entry_details_his_confession_of_demonic_pact.","jhm","07_31_01_15:40:06","jhm","07_31_01_15:41:20"
"R_JO_3087","JO",3087,"C_EGD_1860","Peebles_Presbytery_records","CH2_295_3,_130v.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Entry_details_her_confession","jhm","07_31_01_15:42:32","jhm","07_31_01_15:42:52"
"R_JO_3088","JO",3088,"C_EGD_2020","Peebles_Presbytery_records","CH2_295_3,_130v.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mentioned_in_another_accused_witch's_confession.","jhm","07_31_01_15:59:32","jhm","10_23_02_14:05:32"
"R_JO_3089","JO",3089,"C_EGD_2019","Peebles_Presbytery_records","CH2_295_3,_130v",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Named_in_another_accused_witch's_confession","jhm","07_31_01_16:06:18","jhm","10_23_02_14:03:34"
"R_JO_3090","JO",3090,"C_EGD_1999","Peebles_Presbytery_records","CH2_295_3,_130v.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Named_in_another_confession.","jhm","07_31_01_16:10:05","jhm","10_23_02_13:31:26"
"R_JO_3091","JO",3091,"C_EGD_2388","Peebles_Presbytery_records","CH2_295_3,_113v,_130v",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Earlier_note_records_a_complaint_about_Alexander's_charming_of_a_cow.
Later_entry_records_her_being_named_in_another_accused_witch's_confession.","jhm","07_31_01_16:13:14","jhm","10_29_02_10:10:57"
"R_JO_3092","JO",3092,"C_JO_2858","Peebles_Presbytery_records","CH2_295_3,_130v",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Named_in_another_accused_witch's_confession","jhm","07_31_01_16:21:29","jhm","07_31_01_16:21:50"
"R_JO_3093","JO",3093,"C_EGD_1859","Peebles_Presbytery_records","CH2_295_4,_1r",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Entry_records_local_trial","jhm","08_01_01_09:21:03","jhm","08_01_01_09:22:09"
"R_JO_3094","JO",3094,"C_EGD_1860","Peebles_Presbytery_records","CH2_295_4,_1r",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Entry_records_date_of_local_trial","jhm","08_01_01_09:23:06","jhm","08_01_01_09:23:54"
"R_JO_3095","JO",3095,"C_EGD_1862","Peebles_Presbytery_records","CH2_295_4,_1r",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_that_trial_to_be_held","jhm","08_01_01_09:24:46","jhm","08_01_01_09:25:34"
"R_JO_3096","JO",3096,"C_EGD_1861","Peebles_Presbytery_records","CH2_295_4,_1r",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Entry_records_that_trial_to_be_held","jhm","08_01_01_09:26:20","jhm","08_01_01_09:27:09"
"R_JO_3097","JO",3097,"C_EGD_1817","Peebles_Presbytery_records","CH2_295,4,_1r,_7r,_11v.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_that_trial_to_be_held_in_Peebles._Later_references_refer_to_her_naming_other_people._The_presbytery_express_their_concern_about_this_and_feel_that_under_the_circumstances_what_she_was_saying_was_not_trustworthy._Although_they_noted_that_some_investigations_were_to_be_made_locally_they_did_not_list_names_and_there_is_no_later_reference_to_any_people_being_questioned.","jhm","08_01_01_09:27:48","jhm","08_01_01_09:59:53"
"R_JO_3098","JO",3098,"C_EGD_1399","Peebles_Presbytery_records","CH2_295_4,_197r",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_in_presbytery_records_that_2_of_the_commissioners_want_ministers_to_bring_accused_to_confession_and_prepare_him_for_death.","jhm","08_01_01_10:49:16","jhm","10_07_02_14:30:40"
"R_JO_3099","JO",3099,"C_JO_2859","RPC","3rd_series,_vol_1,_p_62",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,"Record_of_commission","jhm","08_01_01_11:09:35","jhm","08_01_01_11:10:01"
"R_JO_3100","JO",3100,"C_JO_2859","Peebles_Presbytery_records","CH2_295_4,_197r",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_that_ministers_to_attend_the_witches_held_in_Peebles_and_to_hear_their_confession_and_prepare_them_for_execution_at_Traquair","jhm","08_01_01_11:10:03","jhm","08_01_01_11:11:05"
"R_JO_3101","JO",3101,"C_EGD_1817","Biggar_Presbytery_records","CH2_35_1,_296,_298-9.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Entries_in_Biggar_presbytery_(28_11_1649-29_12_1649)_about_JC's_naming_of_several_people_-_who_were_not_listed_by_name_-_as_witches_in_this_presbytery._The_ministers_were_asked_to_interview_her_and_bring_her_to_Biggar_to_confront_those_she_had_named._There_is_a_distinct_note_of_scepticism_about_her_statements_depositions_in_these_entries._The_presbytery_note_they_were_contradictory_and_had_a_variety_of_names,_dates,_places,_times_etc._They_prayed_with_her_and_read_passages_of_the_bible_and_eventually,_in_tears,_she_said_she_had_made_up_a_lot_of_false_testimony._She_cleared_48_people_whom_she_had_previously_named_as_guilty.","jhm","08_02_01_10:20:32","jhm","10_22_02_12:57:29"
"R_JO_3102","JO",3102,"C_EGD_2444","Edinburgh_Presbytery_records","CH2_121_7,_p_31,_55,_125",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Note_in_presbytery_that_she_had_admitted_fornication_and_that_she_had_been_imprisoned_in_Pittenweem_for_the_crime_of_witchcraft._Presbytery_wrote_to_minister_at_Pittenweem_who_replied_that_she_had_confessed_to_pact_etc_and_then_denied_her_confession._Edinburgh_presbytery_decided_that_she_could_not_be_allowed_to_make_public_repentance_for_fornication_and_was_ordered_to_return_to_Pittenweem._She_was_to_appear_there_on_29_12_1708.","jhm","08_02_01_15:35:26","jhm","08_14_01_13:31:19"
"R_JO_3103","JO",3103,"C_JO_2860","Biggar_Presbytery_records","CH2_35_1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","08_13_01_11:38:19","LEM","11_01_02_11:20:17"
"R_JO_3104","JO",3104,"C_EGD_1671","RPC","3rd_series,_vol_13,_250,_261.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mentioned_in_another_trial_(C_EGD_1770_Catherine_Mactargett,_1688)_as_having_taught_the_accused_witchcraft.","jhm","08_16_01_11:11:14","jhm","10_21_02_16:01:51"
"R_JO_3105","JO",3105,"C_EGD_1916","RPC","3rd_series,_vol_6,_337.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"jhm","08_16_01_13:47:17","jhm","08_16_01_13:48:18"
"R_JO_3106","JO",3106,"C_EGD_1915","RPC","3rd_series,_vol_6,_p_336.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"jhm","08_16_01_13:58:52","jhm","08_16_01_13:59:09"
"R_JO_3107","JO",3107,"C_EGD_1914","RPC","3rd_series,_vol_6,_p_336.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"jhm","08_16_01_14:18:27","jhm","08_16_01_14:19:15"
"R_JO_3108","JO",3108,"C_EGD_1913","RPC","3rd_series,_vol_6,_336.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"jhm","08_16_01_14:23:01","jhm","08_16_01_14:23:34"
"R_JO_3109","JO",3109,"C_EGD_1912","RPC","3rd_series,_vol_6,_p_336.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"jhm","08_16_01_14:28:21","jhm","08_16_01_14:29:05"
"R_JO_3110","JO",3110,"C_EGD_1911","RPC","3rd_series,_vol_6,_p_336.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"jhm","08_16_01_14:32:27","jhm","08_16_01_14:32:40"
"R_JO_3111","JO",3111,"C_EGD_691","RPC","3rd_series,_vol_6,_pp._627-9",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,"Records_the_verdict_and_the_carrying_out_of_the_execution._Costs_of_burning_and_legal_process_also_itemised.","jhm","08_16_01_14:43:55","jhm","08_16_01_14:45:06"
"R_JO_3112","JO",3112,"C_EGD_694","RPC","3rd_series,_vol_6,_p_627-629",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,,"Warrant_for_execution_and_financial_details_for_legal_process_and_execution.","jhm","08_16_01_15:21:18","jhm","08_16_01_15:43:52"
"R_JO_3113","JO",3113,"C_EGD_693","RPC","3rd_series,_vol_6,_pp_627-629.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,,"Records_the_warrant_for_execution_and_also_the_financial_costs_of_the_legal_process_and_the_execution_itself.","jhm","08_16_01_15:32:29","jhm","08_16_01_15:33:25"
"R_JO_3114","JO",3114,"C_EGD_692","RPC","3rd_series,_vol_6,_pp_627-629.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,,"Record_of_warrant_for_execution_and_also_the_financial_accounts_of_the_legal_process_and_execution.","jhm","08_16_01_15:44:23","jhm","08_16_01_15:45:10"
"R_JO_3115","JO",3115,"C_JO_2861","RPC","3rd_series,_vol_5,_161.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"jhm","08_17_01_10:34:22","jhm","08_17_01_10:34:38"
"R_JO_3116","JO",3116,"C_EGD_617","RPC","3rd_series,_vol_5,_p_494.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,"Record_of_commission_for_arrest.","jhm","08_17_01_13:04:40","jhm","08_17_01_13:06:28"
"R_JO_3117","JO",3117,"C_EGD_1763","RPC","3rd_series,_vol_5,_p_501.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Request_from_accused_for_release_from_prison.","jhm","08_17_01_13:25:36","jhm","08_17_01_13:26:21"
"R_JO_3119","JO",3119,"C_EGD_889","Ayr_Kirk_Session_records","CH2_751_1_2.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A_William_Nicoll_was_in_trouble_with_the_kirk_session_in_1612_(30_3_1612,_21_10_1616)_and_referred_to_the_magistrate._Not_clear_in_minutes_what_he_had_done_so_not_sure_whether_it_is_the_same_person.","jhm","08_22_01_10:53:42","LEM","11_05_02_09:43:40"
"R_JO_3120","JO",3120,"C_EGD_1176","Ayr_Kirk_Session_records","CH2_751_1_2.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Entries_about_being_in_trouble_with_kirk_session_for_slander_and_blaspheming.","jhm","08_22_01_12:14:41","jhm","08_22_01_12:16:02"
"R_JO_3121","JO",3121,"C_JO_2862","Ayr_Kirk_Session_records","CH2_751_1_2.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Entry_records_that_before_her_execution_by_burning_she_named_those_who_had_consulted_her_for_charms._Later_entry_records_that_they_were_reprimanded.","jhm","08_22_01_14:09:05","jhm","08_22_01_14:49:46"
"R_JO_3122","JO",3122,"C_EGD_1156","Ayr_Kirk_Session_records","CH2_751_1_2.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Entries_record_accused_in_trouble_for_adultery_and_non-appearance_for_punishment_in_1617._?is_this_the_same_person.","jhm","08_22_01_14:53:17","jhm","08_22_01_14:54:23"
