Trialref,TrialId,TrialSystemId,CaseRef,TrialType,Trial_settlement,Trial_parish,Trial_presbytery,Trial_county,Trial_burgh,Trial_NGR_Letters,Trial_NGR_Easting,Trial_NGR_Northing,Watching,WatchingDate,WatchingDate_as_date,Arrest,ArrestDate,ArrestDate_as_date,Fled,FledDate,FledDate_as_date,ActionDropped,Actiondropdate,Actiondropdate_as_date,Actiondroppedby,Actionbody,Confrontingsuspects,PretrialNotes,ProcessType,TrialDate,TrialDate_as_date,TrialPlace,Female_accusers,Male_accusers,High_status,Defence,Verdict,Sentence,Cjtorder,Cjtdate,Cjtdate_as_date,Circuit,Circuitname,Localwithcrep,Noreftocentral,TrialNotes,Execution,Executionmethod,ExecutionDate,ExecutionDate_as_date,ExecutionPlace,Exec_settlement,Exec_parish,Exec_presbytery,Exec_county,Exec_burgh,Exec_NGR_Letters,Exec_NGR_Easting,Exec_NGR_Northing,PostTrialNotes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"T_LA_1104",1104,"LA","C_EGD_964",2,,,,,,,,,0,,,1,,,0,,,0,,,,,0,,,"15_7_1624","07_15_24_00:00:00",,10,19,0,0,"Guilty","Execution",0,,,0,,0,0,,1,"Strangle_&_Burn",,,"Lonhead",,,,"Orkney","Kirkwall",,,,,"LEM","10_23_01_15:47:08","LEM","11_04_02_11:14:07"
"T_LA_1105",1105,"LA","C_LA_2924",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,"11_11_1629","11_11_29_00:00:00",,4,13,0,0,"Guilty","Execution",0,,,0,,0,0,,1,"Strangle_&_Burn",,,,,,,,,,,,,"LEM","10_23_01_16:03:25","LEM","10_23_01_16:09:59"
"T_LA_1106",1106,"LA","C_LA_2653",2,,,,,,,,,0,,,1,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","10_23_01_16:20:17","jhm","10_18_02_10:34:23"
"T_LA_1107",1107,"LA","C_EGD_573",1,"Edinburgh",,,,,,,,0,,,0,,,0,,,0,,,,,0,,,"20_12_1664","12_20_64_00:00:00",,0,0,0,0,,,0,,,0,,0,0,"Diet_was_deserted_by_order_of_the_Privy_Council,_and_she_was_remitted_to_be_tried_in_the_place_from_which_she_came.",0,,,,,,,,,,,,,,"LEM","11_21_01_10:59:15","LEM","11_21_01_11:02:52"
"T_LA_1108",1108,"LA","C_LA_2932",1,"Edinburgh",,,,,,,,0,,,1,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","11_21_01_13:54:40","jhm","11_12_02_09:09:35"
"T_LA_1109",1109,"LA","C_EGD_82",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,"Guilty","Execution",0,,,0,,0,0,,1,,,,,,,,"Haddington","Haddington",,,,"mentioned_in_Calendar_of_State_papers","LEM","11_21_01_14:32:44","LEM","11_21_01_14:33:27"
"T_LA_1110",1110,"LA","C_EGD_62",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,"Guilty","Execution",0,,,0,,0,0,,1,,,,,,,,"Haddington","Haddington",,,,"listed_in_Calandar_of_State_Papers","LEM","11_21_01_14:35:16","LEM","11_21_01_14:35:53"
"T_LA_1111",1111,"LA","C_EGD_78",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,"Guilty","Execution",0,,,0,,0,0,,1,,,,,,,,"Haddington","Haddington",,,,"mentioned_in_Calendar_of_State_Papers","LEM","11_21_01_14:38:31","LEM","11_21_01_14:39:00"
"T_LA_1112",1112,"LA","C_EGD_145",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,"Guilty","Execution",0,,,0,,0,0,,1,,,,,,,,"Haddington","Haddington",,,,"Mentioned_in_Calendar_of_State_Papers","LEM","11_21_01_14:40:22","jhm","10_08_02_09:51:11"
"T_LA_1113",1113,"LA","C_EGD_146",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,"Guilty","Execution",0,,,0,,0,0,,1,,,,,,,,"Haddington","Haddington",,,,"listed_in_Calendar_of_State_papers","LEM","11_21_01_14:42:02","LEM","11_21_01_14:42:25"
"T_LA_1114",1114,"LA","C_EGD_101",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,"Guilty","Execution",0,,,0,,0,0,,1,,,,,,,,"Haddington","Haddington",,,,"listed_in_Calendar_of_State_Papers","LEM","11_21_01_14:43:20","LEM","11_21_01_14:44:01"
"T_LA_1115",1115,"LA","C_LA_2911",1,"Edinburgh",,,,,,,,0,,,1,,,0,,,0,,,,,0,"Seems_to_have_been_examined_by_the_Privy_Council_9_4_1591_where_he_confessed_and_said_it_was_all_at_the_instigation_of_Bothwell.__April_1591,_King_James_VI_ordered_Maitland_to_make_sure_Grahame_got_his_ordinary_allowance.__Graham_conveyed_a_verbal_complaint_about_his_mistreatment_in_prison_to_a_the_Master_of_Wark_who_wrote_it_down_and_delivered_it_to_the_King.__Graham_said_he_was_promised_better_conditions_in_ward_and_a_servant.",,,,,0,0,0,0,,,0,,,0,,0,0,,1,,,,,,,,,,,,,"to_be_executed,_recorded_in_Calendar_of_Scottish_Papers","LEM","11_21_01_14:49:15","jhm","11_12_02_09:16:08"
"T_LA_1116",1116,"LA","C_EGD_228",3,,,,"Perth",,,,,0,,,0,,,0,,,0,,,,,0,,,"26_8_1656","08_26_56_00:00:00",,0,0,0,0,"Not_Guilty",,0,,,1,"North",0,0,"Not_guilty_because_the_assize_found_no_malefice",0,,,,,,,,,,,,,,"LEM","11_26_01_12:09:26","LEM","11_26_01_12:10:10"
"T_LA_1117",1117,"LA","C_EGD_762",3,,,,"Perth",,,,,0,,,0,,,0,,,0,,,,,0,,,"26_8_1656","08_26_56_00:00:00",,0,0,0,0,"Not_Guilty",,0,,,1,"North",0,0,,0,,,,,,,,,,,,,,"LEM","11_26_01_12:14:11","LEM","11_26_01_12:14:32"
"T_LA_1118",1118,"LA","C_EGD_227",3,,,,"Perth",,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,1,"North",0,0,"referred_to_the_Justice_of_the_Peace",0,,,,,,,,,,,,,,"LEM","11_26_01_12:17:05","LEM","11_26_01_12:17:30"
"T_LA_1119",1119,"LA","C_EGD_783",3,,,,"Ayr","Ayr",,,,0,,,1,"7_10_1651","10_07_51_00:00:00",0,,,0,,,,,0,"She_was_orginally_arrested_in_1651.__Also,_it_seems_that_a_former_provost_and_two_former_bailies_tried_to_exonerate_her_and_the_three_other_arrested_with_her_(7_October_1651).__There_is_some_evidence_of_a_commission_being_granted_that_was_not_acted_upon_(from_13_July_1652).",,"6_4_1658","04_06_58_00:00:00","Tolbooth",16,21,0,0,"Guilty","Execution",0,,,1,"South_and_West",0,0,"On_two_porteous_rolls_on_31_March_1658_summond_to_appear_on_6_April_1658.",1,"Strangle_&_Burn","23_4_1658","04_23_58_00:00:00",,,,,"Ayr",,,,,"The_day_was_a_Friday.","LEM","11_26_01_15:10:56","jhm","10_11_02_15:41:24"
"T_LA_1120",1120,"LA","C_EGD_782",3,,,,"Ayr","Ayr",,,,0,,,1,"7_10_1651","10_07_51_00:00:00",0,,,0,,,,,0,"She_was_orginally_arrested_in_1651.__Also,_it_seems_that_a_former_provost_and_two_former_bailies_tried_to_exonerate_her_and_the_three_other_arrested_with_her_(7_October_1651).__There_is_some_evidence_of_a_commission_being_granted_that_was_not_acted_upon_(from_13_July_1652).",,"30_3_1659","03_30_59_00:00:00","Tolbooth",7,13,0,0,"Guilty","Execution",0,,,1,"South_and_West",0,0,"On_two_porteous_rolls_on_31_March_1658_summond_to_appear_on_6_April_1658.__First_mentioned_in_6_4_1568___the_Justice_of_the_Peace_was_to_investigate_and_report_back_at_the_next_court.___They_made_a_report_that_is_in_JC26_26._The_trial_was_held_on_30_3_1659_almost_a_year_later.__Both_appearances_before_the_circuit_court_were_in_the_tolbooth_of_Ayr.__Also_have_a_list_of_witnesses_14_men_and_10_women.__Her_daughter_testified_against_her.",1,"Strangle_&_Burn",,,,,,,"Ayr","Ayr",,,,"between_2-4","LEM","11_26_01_15:17:43","LEM","11_06_02_10:08:09"
"T_LA_1121",1121,"LA","C_EGD_273",3,,,,"Ayr","Ayr",,,,0,,,0,,,0,,,0,,,,,0,"She_was_orginally_arrested_in_1651.__Also,_it_seems_that_a_former_provost_and_two_former_bailies_tried_to_exonerate_her_and_the_three_other_arrested_with_her_(7_10_1651).__There_is_some_evidence_of_a_commission_being_granted_that_was_not_acted_upon_(from_13_7_1652).",,"30_3_1659","03_30_59_00:00:00","Tolbooth",13,12,0,0,"Guilty","Execution",0,,,1,"South_and_West",0,0,"Two_porteous_rolls_(one_of_which_dated_31_3_1658_summoned_the_whole_1658_group_to_appear__for_trial)._Mentioned_on_6_4_1658__that_the_Justice_of_the_Peace_was_to_investigate_and_report_back_at_the_next_court.__Her_trial_happened_on_29-30_3_1659_a_year_later.__Both_of_her_appearances_in_front_of_the_circuit_court_were_in_the_tolbooth_of_Ayr.__There_is_also_a_dittay_with_a_list_of_witnesses_and_another_one_from_6_4_1658__with_details_(21_male_and_13_female_witnesses).",1,"Strangle_&_Burn",,,,,,,"Ayr","Ayr",,,,"She_was_ordered_to_be_executed_between_2-4_p.m.","LEM","11_26_01_15:21:00","jhm","10_31_02_11:30:15"
"T_LA_1122",1122,"LA","C_EGD_785",3,,,,"Dumfries",,,,,0,,,0,,,0,,,0,,,,,0,"Appears_to_have_been_investigated_in_1656_by_Dumfries_presbytery._No_details_from_Kirkcudbright_as_the_presbytery_records_start_too_late,_but_no_specific_action_taken_punishment.",,"9_4_1658","04_09_58_00:00:00",,4,7,0,0,"Guilty","Execution",0,,,1,"South_and_West",0,0,"7_men_and_8_women_testified_in_her_draft_dittay._She_was_mentioned_in_a_Kirkcudbright_Roll_1648.",1,"Strangle_&_Burn","5_1658","05_01_58_00:00:00",,,,,"Dumfries","Dumfries",,,,"to_be_executed_on_the_first_Wednesday_in_May,_between_2-4_in_the_ordinary_place.","LEM","11_26_01_15:52:07","LEM","11_06_02_09:53:57"
"T_LA_1123",1123,"LA","C_EGD_784",3,,,,"Dumfries","Dumfries",,,,0,,,0,,,0,,,0,,,,,0,,,"9_5_1658","05_09_58_00:00:00",,5,5,0,0,"Guilty","Execution",0,,,1,"South_and_West",0,0,"listed_in_the_Kircudbirgh_Roll_4_1658.",1,"Strangle_&_Burn","5_1658","05_01_58_00:00:00",,,,,"Dumfries","Dumfries",,,,"to_be_executed_on_the_first_Wednesday_in_May,_between_2-4_in_the_ordinary_place.","LEM","11_29_01_10:23:19","LEM","07_15_02_12:53:52"
"T_LA_1124",1124,"LA","C_EGD_786",3,,,,"Dumfries","Dumfries",,,,0,,,0,,,0,,,0,,,,,0,"Accused_of_trying_to_bribe_a_minister_of_Ayr_after_she_was_challenged_before_the_Session_for_witchcraft.",,"9_4_1658","04_09_58_00:00:00",,6,9,0,0,"Not_Guilty",,0,,,1,"South_and_West",0,0,"Most_of_the_witnesses_in_her_case_said_they_didn't_know_anything_about_the_accusations_against_her.__The_witnesses_were_called_on_5_4_1658.__A_minister_ratified_that_the_testimony_in_her_case_was_true.__But_doesn't_say_which_minister?__Statements_from_15_men_and_7_women_in_pre-trial_statements.__Listed_in_the_4_1658_Kircudbrigh_Roll_in_JC26_25.__Only_9_and_6_of_them_testified_at_the_trial.",0,,,,,,,,,,,,,,"LEM","11_29_01_10:31:03","LEM","11_06_02_09:50:40"
"T_LA_1125",1125,"LA","C_EGD_779",3,,,,,"Glasgow",,,,0,,,0,,,0,,,0,,,,,0,,,"3_4_1658","04_03_58_00:00:00",,0,0,0,0,,,0,,,1,"South_and_West",0,0,"_Her_case_was_reffered_to_Sir_George_Maxwell_of_Pollok_for_trial.",0,,,,,,,,,,,,,,"LEM","11_29_01_10:53:29","LEM","11_30_01_15:13:18"
"T_LA_1126",1126,"LA","C_EGD_780",3,,,,"Ayr","Ayr",,,,0,,,0,,,0,,,0,,,,,0,"She_confessed_to_her_minister.__The_suspects_were_interrogated_in_their_parishes,_referred_to_the_Presbytery_and_then_the_JPs_asked_the_presbytery_to_present_their_susptects_to_the_JPs_for_trial.",,"6_4_1658","04_06_58_00:00:00","Tolbooth",0,0,0,0,,,0,,,1,"South_and_West",0,0,"The_Justice_of_the_Peace_was_to_investigate_and_report_back_at_the_next_court.

Ayr_Court_list_from_6_4_1658",0,,,,,,,,,,,,,,"LEM","11_29_01_11:14:36","LEM","08_08_02_11:13:47"
"T_LA_1127",1127,"LA","C_EGD_781",3,,,,"Ayr","Ayr",,,,0,,,0,,,0,,,0,,,,,0,,,"6_4_1658","04_06_58_00:00:00","Tolbooth",0,0,0,0,,,0,,,1,"South_and_West",0,0,"The_Justice_of_the_Peace_was_to_investigate_and_report_back_at_the_next_court.",0,,,,,,,,,,,,,,"LEM","11_29_01_11:23:23","LEM","11_30_01_15:14:53"
"T_LA_1128",1128,"LA","C_EGD_280",3,,,,"Ayr","Ayr",,,,0,,,0,,,0,,,0,,,,,0,"The_suspects_were_interrogated_in_their_parishes,_referred_to_the_presbytery_and_then_the_JPs_asked_the_presbytery_to_present_the_suspects_to_the_JPs_for_trial.",,"6_4_1658","04_06_58_00:00:00","Tolbooth",0,0,0,0,,,0,,,1,"South_and_West",0,0,"The_Justice_of_the_Peace_was_to_investigate_and_report_back_at_the_next_court.

Ayr_Court_list_from_6_4_1658",0,,,,,,,,,,,,,,"LEM","11_29_01_11:25:56","jhm","10_31_02_11:50:13"
"T_LA_1129",1129,"LA","C_EGD_302",3,,,,"Ayr","Ayr",,,,0,,,0,,,0,,,0,,,,,0,"The_suspects_were_interrogated_in_their_parishes,_referred_to_the_presbytery_and_then_the_JPs_asked_the_presbytery_to_present_their_suspects_to_the_JPs_for_trial.",,"6_4_1658","04_06_58_00:00:00","Tolbooth",0,0,0,0,,,0,,,1,"South_and_West",0,0,"The_Justice_of_the_Peace_was_to_investigate_and_report_back_at_the_next_court.

Ayr_Court_list_from_6_4_1658",0,,,,,,,,,,,,,,"LEM","11_29_01_11:35:30","jhm","11_04_02_12:44:51"
"T_LA_1130",1130,"LA","C_EGD_317",3,,,,"Stirling","Stirling",,,,0,,,1,,,0,,,0,,,,,0,"She_confessed_to_healing_with_deeds,_but_denied_using_any_words.",,"22_3_1659","03_22_59_00:00:00","Tolbooth",18,4,0,0,"Guilty",,0,,,1,"North",0,0,"In_a_later_addition_to_the_book_labelled_South_and_West,_but_this_is_a_mistake.__She_confessed_to_healing_with_deeds,_but_denied_witchcraft_or_using_of_words.__On_an_undated_list_of_people_from_1658-9_to_be_arraigned_before_the_justice_courts.__16_3_1658_witness_list_issued.__Witnesses_were_summond_on_18_3_1659_for_trial.__She_pleaded_not_guilty",0,,,,,,,,,,,,,,"LEM","11_29_01_12:15:09","LEM","10_11_02_15:53:13"
"T_LA_1131",1131,"LA","C_EGD_316",3,,,,"Stirling","Stirling",,,,0,,,0,,,0,,,0,,,,,0,"confessed_to_charming,_but_denied_witchcraft",,"22_3_1659","03_22_59_00:00:00","Tolbooth",22,9,0,0,"Guilty",,0,,,1,"North",0,0,"I_think_this_is_the_North_Circuit,_even_though_it_was_bound_in_with_the_South_and_West_circuit_materials.__She_plead_not_guilty.__On_an_undated_list_of_people_from_1658-9_to_be_arraigned_before_the_justice_courts.__Witness_list_issued_on_16_3_1658",0,,,,,,,,,,,,,,"LEM","11_29_01_12:21:17","LEM","07_18_02_12:01:30"
"T_LA_1132",1132,"LA","C_LA_2949",3,,,,"Stirling","Stirling",,,,0,,,0,,,0,,,0,,,,,0,"She_was_denounced_to_the_minister_by_a_neighbour.",,"22_3_1659","03_22_59_00:00:00","Tolbooth",3,5,0,0,"Not_Guilty",,0,,,1,"North",0,0,"I_think_it_is_the_North_circuit_even_though_it_was_bound_in_with_the_South_and_West_circuits.__She_denied_the_whole_thing.__On_an_undated_list_of_people_from_1658-9_to_be_arraigned_before_the_justice_courts.__Witness_list_generated_16_3_1658.__She_pleaded_not_guilty",0,,,,,,,,,,,,,,"LEM","11_29_01_12:32:23","LEM","07_18_02_12:56:58"
"T_LA_1133",1133,"LA","C_EGD_355",3,,,,"Stirling","Stirling",,,,0,,,0,,,0,,,0,,,,,0,"She_confessed.__She_said_that_the_Devil_told_her_to_drown_herself_but_a_man_rescued_her_from_the_water.",,"23_3_1659","03_23_59_00:00:00","Tolbooth",0,0,0,0,"Guilty",,0,,,1,"North",0,0,"I_think_it_is_the_North_circuit_even_though_it_is_bound_in_with_South_and_West_circuit_secion.__On_an_undated_list_of_people_from_1658-9_to_be_arraigned_before_the_justice_courts.",0,,,,,,,,,,,,,,"LEM","11_29_01_13:58:39","LEM","05_08_02_15:38:47"
"T_LA_1135",1135,"LA","C_EGD_357",3,,,,"Stirling","Stirling",,,,0,,,0,,,0,,,0,,,,,0,,,"23_3_1659","03_23_59_00:00:00","Tolbooth",0,3,0,0,"Not_Guilty",,0,,,1,"North",0,0,"I_think_it_is_the_North_circuit_even_though_it_is_bound_in_with_South_and_West_circuit_secion.__He_plead_not_guilty.__On_an_undated_list_of_people_from_1658-9_to_be_arraigned_before_the_justice_courts.

Plead_not_guilty",0,,,,,,,,,,,,,,"LEM","11_29_01_14:04:02","LEM","07_18_02_13:03:59"
"T_LA_1136",1136,"LA","C_EGD_308",3,,,,"Stirling","Stirling",,,,0,,,0,,,0,,,0,,,,,0,"Depositions_taken_on_25_2_1659_at_Stirling_court.",,"23_3_1659","03_23_59_00:00:00","Tolbooth",2,4,0,0,"Not_Guilty",,0,,,1,"North",0,0,"I_think_it’s_the_North_circuit_even_though_it_is_bound_in_the_part_of_the_book_that_says_south_and_west.__She_plead_not_guilty.__On_an_undated_list_of_people_from_1658-9_to_be_arraigned_before_the_justice_courts.",0,,,,,,,,,,,,,,"LEM","11_29_01_14:46:25","jhm","11_04_02_12:55:25"
"T_LA_1137",1137,"LA","C_EGD_307",3,,,,"Stirling","Stirling",,,,0,,,1,,,0,,,0,,,,,0,"Depositions_taken_on_25_2_1659_at_Stirling_court.",,"23_3_1659","03_23_59_00:00:00","Tolbooth",0,0,0,0,,,0,,,1,"North",0,0,"I_think_it’s_the_North_circuit_even_though_it_is_bound_in_the_part_of_the_book_that_says_south_and_west.__She_pleaded_not_guilty.__On_an_undated_list_of_people_from_1658-9_she_was_to_be_arraigned_before_the_justice_courts.",0,,,,,,,,,,,,,,"LEM","11_29_01_14:49:23","jhm","11_04_02_12:51:12"
"T_LA_1553",1553,"LA","C_EGD_1809",4,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","07_12_02_12:35:35","LEM","07_12_02_12:35:37"
"T_LA_1554",1554,"LA","C_EGD_192",4,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","07_12_02_12:49:39","LEM","07_12_02_12:49:41"
"T_LA_1555",1555,"LA","C_EGD_205",2,,"P_ST_962","Dunfermline","Fife","Inverkeithing",,,,0,,,0,,,0,,,0,,,,,0,,,"11_7_1649","07_11_49_00:00:00",,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","07_12_02_12:54:04","LEM","07_12_02_12:54:42"
"T_LA_1556",1556,"LA","C_EGD_189",4,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","07_12_02_12:59:07","LEM","07_12_02_12:59:08"
"T_LA_1557",1557,"LA","C_EGD_190",4,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","07_12_02_13:00:10","LEM","07_12_02_13:00:12"
"T_LA_1558",1558,"LA","C_EGD_187",4,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","07_12_02_13:00:55","LEM","07_12_02_13:00:56"
"T_LA_1559",1559,"LA","C_LA_3123",4,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","07_12_02_13:03:08","LEM","07_12_02_13:03:10"
"T_LA_156",156,"LA","C_EGD_1270",2,,,,,,,,,0,,,1,"14_12_1633","12_14_33_00:00:00",0,,,0,,,,,0,"He_got_a_commission_but_refused_to_put_her_to_trial,_just_held_her_in_prison.__John_Home,_minister_told_her_husband_that_she_should_pretend_to_be_with_bairn.__She_was_released_into_his_custody_and_re-arrested.__Her_case_was_reviewed_by_the_Archbishop_of_Glasgow_before_going_to_the_Privy_Council.",,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","06_18_01_15:19:35","jhm","10_03_02_11:40:12"
"T_LA_1560",1560,"LA","C_EGD_199",4,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","07_12_02_13:07:35","LEM","07_12_02_13:07:37"
"T_LA_1561",1561,"LA","C_EGD_266",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"She_was_listed_as_interrogated_in_8_1651",,"6_4_1658","04_06_58_00:00:00",,0,0,0,0,,,0,,,0,,0,0,"Ayr_Court_list_from_6_4_1658,_two_porteous_rolls_(one_of_which_dated_31_3__1658_summoned_the_whole_1658_group_to_appear__for_trial).",0,,,,,,,,,,,,,,"LEM","07_12_02_13:18:59","jhm","10_31_02_11:01:21"
"T_LA_1563",1563,"LA","C_LA_3126",4,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","07_12_02_13:39:12","LEM","07_12_02_13:39:15"
"T_LA_18",18,"LA","C_LA_2634",4,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","05_21_01_12:08:08","LEM","05_21_01_12:08:11"
"T_LA_1800",1800,"LA","C_LA_3236",2,,,,,,,,,0,,,1,,,0,,,0,,,,,0,,,"4_1698","04_01_98_00:00:00",,0,0,0,0,"Guilty","Execution",0,,,0,,0,0,"the_verdict_was_presented_to_the_Privy_Council_on_26_7_1698",1,,"24_8_1698","08_24_98_00:00:00",,,,,,,,,,"The_privy_council_approved_the_verdict_and_set_this_date_as_her_execution_date.","LEM","08_14_02_11:10:32","jhm","10_18_02_10:16:04"
"T_LA_1801",1801,"LA","C_EGD_1796",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,"Result_given_2_1_1700",0,,,,,,,,,,,,,,"LEM","08_14_02_11:56:37","LEM","08_14_02_12:28:20"
"T_LA_1802",1802,"LA","C_EGD_1795",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,"Result_given_2_1_1700,_I_think_she_was_convicted.",0,,,,,,,,,,,,,,"LEM","08_14_02_11:57:58","jhm","10_22_02_11:32:39"
"T_LA_1803",1803,"LA","C_EGD_1794",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,"Guilty",,0,,,0,,0,0,"Result_given_on_2_1_1700,_guilty_but_the_Privy_Council_forbad_the_death_penalty_for_her.",0,,,,,,,,,,,,,,"LEM","08_14_02_12:01:02","jhm","10_22_02_11:31:04"
"T_LA_1804",1804,"LA","C_EGD_1792",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,"Result_given_2_1_1700,_not_sure_what_happned.",0,,,,,,,,,,,,,,"LEM","08_14_02_12:02:15","LEM","08_14_02_12:31:32"
"T_LA_1805",1805,"LA","C_EGD_1793",2,,,,,,,,,0,,,1,,,0,,,0,,,,,0,,,,,,0,0,0,0,"Guilty",,0,,,0,,0,0,"Result_given_on_2_1_1700,_but_free_from_death_penalty.",0,,,,,,,,,,,,,,"LEM","08_14_02_12:05:27","LEM","10_11_02_15:26:23"
"T_LA_1806",1806,"LA","C_EGD_1791",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,"Result_given_2_1_1700",0,,,,,,,,,,,,,,"LEM","08_14_02_12:06:55","LEM","08_14_02_12:34:14"
"T_LA_1807",1807,"LA","C_EGD_1790",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,"Result_given_2_1_1700",0,,,,,,,,,,,,,,"LEM","08_14_02_12:08:57","LEM","08_14_02_12:34:38"
"T_LA_1808",1808,"LA","C_EGD_1789",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,"Not_Guilty",,0,,,0,,0,0,"Result_given_2_1_1700",0,,,,,,,,,,,,,,"LEM","08_14_02_12:10:06","LEM","08_14_02_12:26:25"
"T_LA_1809",1809,"LA","C_EGD_1788",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,"Result_given_2_1_1700",0,,,,,,,,,,,,,,"LEM","08_14_02_12:12:08","LEM","08_14_02_12:35:17"
"T_LA_1810",1810,"LA","C_EGD_1787",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,"Result_given_2_1_1700",0,,,,,,,,,,,,,,"LEM","08_14_02_12:14:03","LEM","08_14_02_12:35:36"
"T_LA_1811",1811,"LA","C_EGD_727",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,"Not_Guilty",,0,,,0,,0,0,"result_given_2_1_1700",0,,,,,,,,,,,,,,"LEM","08_14_02_12:24:57","LEM","08_14_02_12:25:55"
"T_LA_1812",1812,"LA","C_LA_3237",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,"Result_given_2_1_1700",0,,,,,,,,,,,,,,"LEM","08_14_02_12:32:18","LEM","08_14_02_12:32:36"
"T_LA_1813",1813,"LA","C_EGD_2452",3,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,1,0,"Privy_Council_ordered_the_trial_to_be_held_in_the_locality_with_the_Lord_Advocate",0,,,,,,,,,,,,,,"LEM","08_14_02_14:59:58","LEM","08_14_02_15:00:33"
"T_LA_1814",1814,"LA","C_EGD_2536",3,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,1,0,"Privy_Council_ordered_the_trial_to_be_held_in_the_locality_with_the_Lord_Advocate.",0,,,,,,,,,,,,,,"LEM","08_14_02_15:03:55","jhm","10_30_02_12:57:04"
"T_LA_1815",1815,"LA","C_EGD_2537",3,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,1,0,"Privy_Council_ordered_the_trial_in_the_locality_with_the_Lord_Advocate.",0,,,,,,,,,,,,,,"LEM","08_14_02_15:05:52","LEM","08_14_02_15:06:19"
