AccusedRef,AccusedSystemId,AccusedID,FirstName,LastName,M_Firstname,M_Surname,Alias,Patronymic,DesTitle,Sex,Age,Age_estcareer,Age_estchild,Res_settlement,Res_parish,Res_presbytery,Res_county,Res_burgh,Res_NGR_Letters,Res_NGR_Easting,Res_NGR_Northing,Ethnic_origin,MaritalStatus,SocioecStatus,Occupation,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"A_LA_2540","LA",2540,"Margaret","Nicolsone","Margaret","Nicolson","Wife_of_Jon",,,"Female",,0,0,"Markle","P_ST_1356","Haddington","Haddington",,,,,,"Married","Middling",,"Hammilton_slept_in_their_out_house","LEM","05_21_01_13:36:06","LEM","10_29_02_16:19:05"
"A_LA_2541","LA",2541,"Margaret","Kynglassie","Margaret","Kinglassie",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","05_22_01_11:35:10","LEM","10_29_02_12:26:13"
"A_LA_2542","LA",2542,"Jonet","Barker","Janet","Barker",,,,"Female",,0,0,,,"Edinburgh","Edinburgh","Edinburgh",,,,,,"Lower","Shop-keeper","She_was_described_as_a_shop-keeper_and_she_wanted_to_be_one_of_the_best_dressed_servants_in_town,_which_indicates_that_she_wasn't_a_high_level_servant,_but_rather_a_lower_level_person.","LEM","05_22_01_12:12:40","LEM","05_22_01_12:14:11"
"A_LA_2543","LA",2543,"Jonet","Cranstoun","Janet","Cranston",,,,"Female",,0,0,,,,,,,,,,"Married",,,"She_was_dead_by_this_trial,_but_alive_to_confront_Lauder_on_13_12_1643.","LEM","05_22_01_12:38:35","LEM","10_29_02_12:18:21"
"A_LA_2544","LA",2544,"Patrik","Hering","Patrick","Herring","Captain",,,"Male",,0,0,,,,"Stirling",,,,,,,,,,"LEM","05_23_01_10:10:00","LEM","10_29_02_12:17:17"
"A_LA_2546","LA",2546,"Margaret","McGuffok","Margaret","MacGuffog",,,,"Female",,0,0,"Barnweill","P_ST_1498","Ayr","Ayr",,,,,,,,,"Called_'the_witch_of_Barneweill'.","LEM","05_23_01_10:23:57","LEM","12_06_02_12:08:16"
"A_LA_2548","LA",2548,"Andro","Tailyeor","Andrew","Taylor",,,,"Male",,0,0,,"P_ST_504","Brechin","Forfar",,,,,,,,,,"LEM","05_23_01_14:32:11","jhm","12_06_02_12:43:37"
"A_LA_2549","LA",2549,"Margaret","Donaldsone","Margaret","Donaldson",,,,"Female",,0,0,,"P_ST_962","Dunfermline","Fife","Inverkeithing","NT",130,829,,,,,,"LEM","05_23_01_14:34:53","LEM","10_29_02_11:32:56"
"A_LA_2550","LA",2550,"Elizabeth","Jamesone","Elizabeth","Jamieson",,,,"Female",,0,0,"Barrowstouness","P_ST_575","Linlithgow","Linlithgow",,,,,,"Married","Middling",,"Husband_a_skipper.__She_was_possibly_the_same_person_as_Elspett_Jamesoun,_c_egd_951.","LEM","05_24_01_17:46:05","LEM","10_29_02_11:27:56"
"A_LA_2551","LA",2551,"Margaret","Thompsoun","Margaret","Thomson",,,,"Female",50,0,1,,"P_ST_760","Kirkcaldy","Fife",,,,,,,,,,"LEM","05_30_01_15:41:59","jhm","12_06_02_12:44:02"
"A_LA_2552","LA",2552,"Sister_of_Agnes","Forbes","Sister_of_Agnes","Forbes",,,,"Female",,0,0,"Whitestryps",,"Aberdeen","Aberdeen","Aberdeen",,,,,,,,,"LEM","05_30_01_16:00:05","LEM","10_29_02_11:25:15"
"A_LA_2553","LA",2553,"Gowane","Andersoun","Gavin","Anderson",,,,"Male",,0,0,"Awfuird",,"Aberdeen","Aberdeen","Aberdeen",,,,,,,,,"LEM","05_30_01_16:01:42","LEM","10_29_02_11:23:32"
"A_EGD_2518","EGD",2518,"Katherine","Smith","Katherine","Smith",,,,"Female",,0,0,,"P_ST_962","Dunfermline","Fife","Inverkeithing","NT",130,829,,,,,"Accused_was_recorded_as_being_mentioned_in_a_petition_from_parliament_in_1649._There_are_two_commissions_for_no_named_individuals_from_parliament_that_included_Inverkeithing_(see_C_EGD_12_and_1804)_Probably_the_same_as_Kathrene_Smyth_(C_EGD_225).","SMD","05_15_01_11:06:51","jhm","10_31_02_10:09:07"
"A_EGD_252","EGD",252,"Agnes","Wasoune","Agnes","Watson",,,,"Female",,0,0,,"P_ST_598","Ayr","Ayr",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_10:51:15"
"A_EGD_2520","EGD",2520,"Wife_of_Henry","Stanehouse","Wife_of_Henry","Stonehouse",,,,"Female",,0,0,,"P_ST_425","Dunfermline","Fife",,"NJ",883,645,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","09_10_02_14:46:30"
"A_EGD_2521","EGD",2521,"Wife_of_Thomas","Smith","Wife_of_Thomas","Smith",,,,"Female",,0,0,,"P_ST_425","Dunfermline","Fife",,"NJ",883,645,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","09_10_02_14:48:34"
"A_EGD_2522","EGD",2522,"Jonet","Mathesone","Janet","Matheson",,,,"Female",,0,0,,,"Dunfermline","Fife",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","01_16_02_13:22:48"
"A_EGD_2523","EGD",2523,"Janet","Paterson","Janet","Paterson",,,,"Female",,0,0,,"P_ST_629","Dunfermline","Fife",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","09_10_02_14:51:22"
"A_EGD_2525","EGD",2525,"Issobell","Scogian","Isobel","Scogian",,,,"Female",,0,0,,"P_ST_102","Dunfermline","Fife",,"NT",169,838,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_10:43:49"
"A_EGD_2526","EGD",2526,"Effie","Herring","Euphemia","Herring",,,,"Female",,0,0,,"P_ST_714","Dunfermline","Fife",,"NT",90,874,,,,,,"SMD","05_15_01_11:06:51","LEM","12_05_02_12:33:15"
"A_EGD_2527","EGD",2527,"Jonet","Thomson","Janet","Thomson",,,,"Female",,0,0,,"P_ST_714","Dunfermline","Fife",,"NT",90,874,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_10:47:34"
"A_EGD_2528","EGD",2528,"Bessie","Stobie","Elizabeth","Stobie",,,,"Female",,0,0,,"P_ST_714","Dunfermline","Fife",,"NT",90,874,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_10:48:05"
"A_EGD_2529","EGD",2529,"Agnes","Currie","Agnes","Currie",,,,"Female",,0,0,,"P_ST_1519","Dunfermline","Fife",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_10:49:18"
"A_EGD_253","EGD",253,"John","McKie","John","MacKay",,,,"Male",,0,0,,"P_ST_598","Ayr","Ayr",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_10:59:08"
"A_EGD_2530","EGD",2530,"Bessie","Callender","Elizabeth","Callander",,,,"Female",,0,0,,"P_ST_1519","Dunfermline","Fife",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_10:50:03"
"A_EGD_2531","EGD",2531,"Mary","Carmichael","Mary","Carmichael",,,,"Female",,0,0,,"P_ST_1519","Dunfermline","Fife",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_10:50:36"
"A_EGD_2533","EGD",2533,"Maggie","Unknown","Margaret","Unknown",,,,"Female",,0,0,,"P_ST_1444","St_Andrews","Fife",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_21_02_13:49:22"
"A_EGD_2534","EGD",2534,"Unknown","Young","Unknown","Young",,,,"Female",50,0,1,,,,,,,,,,,,,"Mother_of_James_Smith._He_must_be_an_adult_as_he_is_ordered_to_pay_money,_25+25=50_minimum.","SMD","05_15_01_16:31:26","jhm","11_21_02_13:58:25"
"A_EGD_2535","EGD",2535,"Wife_of_William","Barton","Wife_of_William","Barton",,,,"Female",,0,0,,"P_ST_1081","Linlithgow","Linlithgow",,,,,,"Married",,,"Husband_was_also_accused,_see_C_EGD_1871.","SMD","05_15_01_16:31:26","jhm","10_22_02_15:23:59"
"A_EGD_255","EGD",255,"Margaret","Patoune","Margaret","Paton",,,,"Female",,0,0,"Howret","P_ST_700","Irvine","Ayr",,,,,,"Widowed",,,"There_is_a_note_in_modern_hand_on_the_document_that_dates_it_from_1650,_but_the_original_handwriting_has_1651.","SMD","05_15_01_11:06:51","jhm","10_31_02_11:10:30"
"A_EGD_256","EGD",256,"Johne","Walker","John","Walker",,,,"Male",,0,0,,"P_ST_470","Irvine","Ayr",,,,,,,,,"Listed_as_not_to_be_found,_i.e._fugitive.__Listed_as_a_Dunlop_witch,_but_the_documents_said_he_was_in_Ardrossan.","SMD","05_15_01_11:06:51","jhm","10_31_02_11:11:28"
"A_EGD_257","EGD",257,"Jonet","Hamiltoune","Janet","Hamilton",,,,"Female",,0,0,,"P_ST_726","Irvine","Ayr",,,,,,"Widowed",,,"Listed_as_a_Dunlop_witch._Described_as_not_to_be_found_=_fugitive.","SMD","05_15_01_11:06:51","jhm","10_31_02_11:14:19"
"A_EGD_258","EGD",258,"Violat","Guillieland","Violet","Gulliland",,,,"Female",,0,0,,"P_ST_726","Irvine","Ayr",,,,,,"Widowed",,,"Dunlop_witches._Described_as_not_to_be_found_=_fugitive.","SMD","05_15_01_11:06:51","jhm","10_31_02_11:19:15"
"A_EGD_259","EGD",259,"Margaret","Cumyngham","Margaret","Cunningham",,,,"Female",,0,0,,"P_ST_726","Irvine","Ayr",,,,,,"Widowed",,,"Dunlop_witches,_described_as_not_to_be_found,_(i.e._fugitive).","SMD","05_15_01_11:06:51","LEM","12_06_02_12:18:53"
"A_EGD_260","EGD",260,"Margaret","Allan","Margaret","Alan",,,,"Female",,0,0,,"P_ST_726","Irvine","Ayr",,,,,,"Married",,,"Described_as_dead.","SMD","05_15_01_11:06:51","jhm","10_31_02_11:23:18"
"A_EGD_261","EGD",261,"Margaret","Laurymer","Margaret","Lorimer",,,,"Female",,0,0,,"P_ST_470","Irvine","Ayr",,,,,,"Married",,,"Described_as_dead.","SMD","05_15_01_11:06:51","jhm","10_31_02_11:26:18"
"A_EGD_262","EGD",262,"Elspeth","Cuninghame","Elizabeth","Cunningham",,,,"Female",,0,0,,"P_ST_494","Ayr","Ayr","Ayr",,,,,,,,,"SMD","05_15_01_11:06:51","LEM","12_06_02_12:19:14"
"A_EGD_265","EGD",265,"Marioun","Millikene","Marion","Milligan",,,,"Female",,0,0,,"P_ST_598","Ayr","Ayr",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_11:36:28"
"A_EGD_266","EGD",266,"Johne","Laurie","John","Lawrie",,,,"Male",,0,0,"Bordland","P_ST_598","Ayr","Ayr",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_11:36:20"
"A_EGD_267","EGD",267,"Hew","Dunbar","Hugh","Dunbar",,,,"Male",,0,0,,"P_ST_598","Ayr","Ayr",,,,,,"Married",,,"Wife_was_also_accused_of_witchcraft.","SMD","05_15_01_11:06:51","jhm","10_31_02_11:36:52"
"A_EGD_268","EGD",268,"Bessie","Fullertoun","Elizabeth","Fullarton",,,,"Female",,0,0,,"P_ST_958","Irvine","Ayr",,,,,,"Widowed",,,"Described_as_being_dead.","SMD","05_15_01_11:06:51","jhm","10_31_02_11:38:49"
"A_EGD_269","EGD",269,"Issobell","Hendersone","Isobel","Henderson",,,,"Female",,0,0,,"P_ST_958","Irvine","Ayr","Irvine",,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_11:49:44"
"A_EGD_272","EGD",272,"Bessie","Harla","Elizabeth","Harlaw",,,,"Female",,0,0,,,,"Clackmannan",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_11:52:29"
"A_EGD_273","EGD",273,"Katharine","Wightman","Katherine","Whiteman",,,,"Female",,0,0,,,,"Clackmannan",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_11:53:33"
"A_EGD_275","EGD",275,"Jonet","Meason","Janet","Mason",,,,"Female",,0,0,,,,"Clackmannan",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_11:54:22"
"A_EGD_276","EGD",276,"Janet","Reid","Janet","Reid",,,,"Female",,0,0,,,,"Clackmannan",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_11:54:55"
"A_EGD_278","EGD",278,"James","Hudstoun","James","Hudson",,,,"Male",,0,0,,,,"Clackmannan",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_11:55:55"
"A_EGD_28","EGD",28,"Katherene","Ross","Katherine","Ross","Lady_Fowlis",,"Lady","Female",,0,0,,,,"Ross",,,,,,"Widowed","Nobility_Chiefs",,,"SMD","05_15_01_11:06:51","jhm","11_05_02_15:49:11"
"A_EGD_280","EGD",280,"Kathrine","Remy","Katherine","Remy",,,,"Female",,0,0,,"P_ST_443","Stirling","Clackmannan",,,,,,,,,"Recorded_as_Kathrin_Rainy_in_the_presbytery_records._Also_Hainy.","SMD","05_15_01_11:06:51","jhm","10_31_02_12:28:46"
"A_EGD_281","EGD",281,"Bessie","Paton","Elizabeth","Paton",,,,"Female",,0,0,,"P_ST_443","Stirling","Clackmannan",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_31_02_12:17:16"
"A_EGD_282","EGD",282,"Jonet","Black","Janet","Black",,,,"Female",,0,0,,"P_ST_443","Stirling","Clackmannan",,,,,,,,,"I_think_she_may_have_lived_at_Leith_at_some_point.","SMD","05_15_01_11:06:51","jhm","10_31_02_12:26:13"
"A_EGD_283","EGD",283,"Margaret","Tailyeor","Margaret","Taylor",,,,"Female",28,1,0,,"P_ST_443","Stirling","Clackmannan",,,,,,"Married",,,"Claimed_to_have_been_in_devil's_service_for_3_years,_25+3=28.","SMD","05_15_01_11:06:51","jhm","11_04_02_09:25:46"
"A_EGD_284","EGD",284,"Margaret","Demperston","Margaret","Demperston",,,,"Female",,0,0,,"P_ST_443","Stirling","Clackmannan",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_09:19:47"
"A_EGD_285","EGD",285,"Elizabeth","Black","Elizabeth","Black",,,,"Female",,0,0,,"P_ST_443","Stirling","Clackmannan",,,,,,"Married",,,"Is_also_listed_as_Elspeth_Black_and_Elspet_Blak.__She_was_able_to_sign_her_name_on_a_supplication_to_'the_commissioners_of_justice'_protesting_her_guilty_verdict,_probably_at_least_middling_status.","SMD","05_15_01_11:06:51","jhm","11_04_02_09:20:48"
"A_EGD_286","EGD",286,"Margaret","Duchill",,"Duchill",,,,"Female",45,1,0,,"P_ST_443","Stirling","Clackmannan",,,,,,,"Middling",,,"SMD","05_15_01_11:06:51","LEM","11_04_02_14:45:38"
"A_EGD_288","EGD",288,"Kathrin","Black","Katherine","Black",,,,"Female",,0,0,,"P_ST_443","Stirling","Clackmannan","Culross",,,,,"Married",,,"also_recorded_as_Katherine,_Katharine,_Kathren_and_Blak.__She_and_Elizabeth_Black_were_able_to_sign_a_supplication_to_'the_commissioners_of_justice'_protesting_their_guilty_verdict.","SMD","05_15_01_11:06:51","jhm","11_04_02_09:38:24"
"A_EGD_29","EGD",29,"Hector","Munro","Hector","Munro",,,"of_Fowlis","Male",,0,0,,,,"Ross",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_06_02_12:43:27"
"A_EGD_290","EGD",290,"Margaret","Beverage","Margaret","Beveridge",,,,"Female",,0,0,,"P_ST_784","Kirkcaldy","Fife","Dysart",,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_12:39:21"
"A_EGD_291","EGD",291,"Janet","Steil","Janet","Steel",,,,"Female",,0,0,"Kilmauers","P_ST_1084","Irvine","Ayr",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_12:44:32"
"A_EGD_292","EGD",292,"Unknown","Wallas","Unknown","Wallace",,,,"Female",10,0,0,,"P_ST_958","Irvine","Ayr","Irvine",,,,,,,,"Described_as_a_damsel._Not_the_same_person_as_Unknown_Wallace_C_EGD_781.","SMD","05_15_01_11:06:51","jhm","11_21_02_13:59:14"
"A_EGD_293","EGD",293,"Marrion","Wilsoune","Marion","Wilson",,,,"Female",,0,0,,"P_ST_1477","Haddington","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_12:49:03"
"A_EGD_294","EGD",294,"Isobel","Kemp","Isobel","Kemp",,,,"Female",,0,0,,"P_ST_1477","Haddington","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_12:49:27"
"A_EGD_296","EGD",296,"Janet","Millar","Janet","Miller",,,,"Female",,0,0,,"P_ST_1531","Stirling","Stirling",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_12:49:56"
"A_EGD_297","EGD",297,"Margaret","Gourlay","Margaret","Gourlay",,,,"Female",,0,0,,,,"Stirling",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_12:55:15"
"A_EGD_298","EGD",298,"Helen","Heriot","Helen","Heriot",,,,"Female",,0,0,,,,"Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_13:18:40"
"A_EGD_299","EGD",299,"Alleson","Fermor","Alison","Farmer",,,,"Female",,0,0,,,,"Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","LEM","12_06_02_12:13:55"
"A_EGD_30","EGD",30,"Marioun_Neyn_Donald","McIngaruch_(McAndyour)","Marion","MacIngaruch","Mauld","Nein",,"Female",,0,0,,,,"Ross",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_06_02_14:59:05"
"A_EGD_300","EGD",300,"Marion","Angus","Marion","Angus",,,,"Female",,0,0,,"P_ST_1477","Dunbar","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_13:14:36"
"A_EGD_301","EGD",301,"Jean","Sydserff","Jean","Sydserf",,,,"Female",,0,0,,,,"Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_14:02:12"
"A_EGD_302","EGD",302,"Bessie","Lacost","Elizabeth","Lacost",,,,"Female",,0,0,,"P_ST_1477","Dunbar","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_14:13:24"
"A_EGD_303","EGD",303,"Janet","Wood","Janet","Wood",,,,"Female",,0,0,,,,"Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_14:14:49"
"A_EGD_304","EGD",304,"Margaret","Harvie",,,,,,"Female",,0,0,,"P_ST_1077",,"Stirling",,,,,,,,,,"SMD","05_15_01_11:06:51","LEM","05_09_02_12:09:28"
"A_EGD_305","EGD",305,"Issobell","Bennet","Isobel","Bennet",,,,"Female",,0,0,,"P_ST_1473","Stirling","Stirling",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_13_02_14:19:28"
"A_EGD_306","EGD",306,"Bessie","Stevenson",,,,,,"Female",49,1,0,,"P_ST_1473","Stirling","Stirling","Stirling",,,,,"Widowed",,,"Her_husband_was_a_'gairer'?__She_confessed_to_being_with_Satan_for_24_years.__Age_estimated_at_49","SMD","05_15_01_11:06:51","LEM","07_18_02_12:53:21"
"A_EGD_307","EGD",307,"Helline","Cuming",,,,,,"Female",,0,0,,"P_ST_1477","Dunbar","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","LEM","07_19_02_10:40:02"
"A_EGD_308","EGD",308,"Jonnet","Man","Janet
Janet","Man",,,,"Female",,0,0,,"P_ST_1477","Dunbar","Haddington",,,,,,"Irregular_union","Very_Poor",,"Described_as_'living_out_of_wedlock'._And_says_that_she_committed_lots_of_sins_from_that.__Could_be_single_but_I_think_it_means_that_she_is_with_a_man_but_not_married._Going_to_put_very_poor_socioeconomic_status_because_she_was_seeking_alms.","SMD","05_15_01_11:06:51","LEM","12_05_02_14:57:24"
"A_EGD_309","EGD",309,"Isable","Bennet","Isobel","Bennet",,,,"Female",,0,0,,,,"Roxburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_16:48:33"
"A_EGD_31","EGD",31,"Wife_of_John","Bane","Wife_of_John","Bane",,,,"Female",,0,0,,,,"Ross",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_06_02_15:37:00"
"A_EGD_311","EGD",311,"Martha","Butter","Martha","Butter",,,,"Female",,0,0,,,,"Haddington",,,,,,"Married",,,"Her_mother_was_also_accused_of_witchcraft","SMD","05_15_01_11:06:51","LEM","12_06_02_12:23:01"
"A_EGD_312","EGD",312,"Cristian","Cranstoun","Christine","Cranston",,,,"Female",,0,0,,"P_ST_1525","Haddington","Haddington",,"NT",400,730,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_16:53:46"
"A_EGD_313","EGD",313,"Barbara","Cochrane","Barbara","Cochran",,,,"Female",,0,0,,"P_ST_1525","Haddington","Haddington",,"NT",400,730,,"Widowed",,,,"SMD","05_15_01_11:06:51","LEM","12_06_02_12:23:09"
"A_EGD_314","EGD",314,"Elspeth","Colvill","Elizabeth","Colville",,,,"Female",,0,0,"West_Port","P_ST_811","Edinburgh","Edinburgh",,,,,,"Married","Middling",,"Husband_a_baxter_(baker).","SMD","05_15_01_11:06:51","jhm","11_04_02_17:00:22"
"A_EGD_315","EGD",315,"Jonet","Balfour","Janet","Balfour",,,,"Female",,0,0,,,,"Haddington",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_17:00:56"
"A_EGD_316","EGD",316,"Elspeth","Robertson","Elizabeth","Robertson",,,,"Female",,0,0,,"P_ST_1525","Haddington","Haddington",,"NT",400,730,,"Married","Middling",,"Her_husband_was_a_weaver.","SMD","05_15_01_11:06:51","jhm","11_04_02_17:01:45"
"A_EGD_317","EGD",317,"Meg","Maitland","Margaret","Maitland",,,,"Female",,0,0,,,,"Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_04_02_17:03:00"
"A_EGD_318","EGD",318,"Cristian","Harper","Christine","Harper",,,,"Female",,0,0,,,,"Haddington",,,,,,,,,"Described_as_umqll_[i.e._dead].","SMD","05_15_01_11:06:51","jhm","11_04_02_17:03:44"
"A_EGD_319","EGD",319,"Issobel","Home","Isobel","Home",,,,"Female",,0,0,,"P_ST_1525","Haddington","Haddington",,"NT",400,730,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_08:25:00"
"A_EGD_32","EGD",32,"Wife_of_John","McConeill-Gar",,"MacConnal",,,,"Female",,0,0,,,,"Ross",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_06_02_15:49:38"
"A_EGD_320","EGD",320,"Hellen","Fleck","Helen","Fleck",,,,"Female",,0,0,,,,"Haddington",,,,,,,,,"She_is_described_as_Umqll_[i.e._dead]","SMD","05_15_01_11:06:51","jhm","11_05_02_08:25:47"
"A_EGD_321","EGD",321,"Katharine","Gibsone","Katherine","Gibson",,,,"Female",,0,0,,"P_ST_1359","Haddington","Haddington",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_08:26:16"
"A_EGD_322","EGD",322,"Margaret","Hall","Margaret","Hall",,,,"Female",,0,0,,"P_ST_1359","Haddington","Haddington",,,,,,"Married",,,"Her_mother_and_daughter_were_also_accused_of_witchcraft.","SMD","05_15_01_11:06:51","jhm","11_05_02_08:26:52"
"A_EGD_323","EGD",323,"Thomas","Thompson","Thomas","Thomson",,,,"Male",,0,0,,"P_ST_1359","Haddington","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_08:28:45"
"A_EGD_324","EGD",324,"Agnes","Thomson","Agnes","Thomson",,,,"Female",63,0,0,,"P_ST_1299","Dalkeith","Edinburgh",,,,,,"Widowed",,,"Pre-trial_notes_give_her_age_at_63,_and_she_confessed_to_relationship_to_Devil_for_18_years.__In_1659_her_spouse_was_John_Wood_but_he_was_dead_by_1661.","SMD","05_15_01_11:06:51","jhm","11_05_02_08:30:05"
"A_EGD_325","EGD",325,"Marioun","Lowrie","Marion","Lawrie",,,,"Female",,0,0,,"P_ST_1525","Haddington","Haddington",,"NT",400,730,,"Married","Middling",,"Husband_was_a_flesher.","SMD","05_15_01_11:06:51","jhm","11_05_02_08:33:20"
"A_EGD_326","EGD",326,"Katharine","Gray","Katherine","Gray",,,,"Female",,0,0,,"P_ST_1525","Haddington","Haddington",,"NT",400,730,,,,,"An_indweller_of_Tranent","SMD","05_15_01_11:06:51","jhm","11_05_02_08:34:28"
"A_EGD_327","EGD",327,"Margaret","Robertson","Margaret","Robertson",,,,"Female",,0,0,,"P_ST_1525","Haddington","Haddington",,"NT",400,730,,"Married","Middling",,"Husband_was_a_weaver","SMD","05_15_01_11:06:51","jhm","11_05_02_08:35:19"
"A_EGD_328","EGD",328,"Helen","Girbson","Helen","Gibson",,,,"Female",,0,0,,,,"Haddington",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_08:36:13"
"A_EGD_329","EGD",329,"Lancelot","Crictoun","Lancelot","Crichton",,,,"Male",,0,0,,,,"Haddington",,,,,,"Married",,,"His_wife_was_also_accused_of_witchcraft.","SMD","05_15_01_11:06:51","jhm","11_05_02_08:46:10"
"A_EGD_33","EGD",33,"John","McConeill-Gar","John","MacConnal",,,,"Male",,0,0,,,,"Ross",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","11_07_02_10:19:13"
"A_EGD_330","EGD",330,"Grissel","Fleck","Griselda","Fleck",,,,"Female",,0,0,,,,"Haddington",,,,,,"Married",,,"Her_husband_was_also_accused_of_witchcraft.","SMD","05_15_01_11:06:51","jhm","11_05_02_08:45:59"
"A_EGD_331","EGD",331,"Marion","Gray","Marion","Gray",,,,"Female",,0,0,,"P_ST_1525","Haddington","Haddington",,"NT",400,730,,"Married","Middling",,"Her_husband_was_a_cold_brewer","SMD","05_15_01_11:06:51","jhm","11_05_02_08:46:51"
"A_EGD_332","EGD",332,"Elspeth","Fouller","Elizabeth","Fowler",,,,"Female",,0,0,,"P_ST_1525","Haddington","Haddington",,"NT",400,730,,"Widowed",,,"She_died_in_prison_on_28_4_1659","SMD","05_15_01_11:06:51","jhm","11_05_02_08:47:42"
"A_EGD_333","EGD",333,"Helen","Wilson","Helen","Wilson",,,,"Female",,0,0,,"P_ST_1359","Haddington","Haddington",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_08:48:59"
"A_EGD_334","EGD",334,"Jonet","Thomson","Janet","Thomson",,,,"Female",,0,0,,"P_ST_1525","Haddington","Haddington",,"NT",400,730,,"Married","Middling",,"Wife_of_a_shoemaker","SMD","05_15_01_11:06:51","jhm","11_05_02_09:00:27"
"A_EGD_335","EGD",335,"John","Douglas","John","Douglas",,,,"Male",,0,0,,"P_ST_1525","Haddington","Haddington",,"NT",400,730,,,,,"Indweller_of_Tranent","SMD","05_15_01_11:06:51","jhm","11_05_02_09:05:11"
"A_EGD_336","EGD",336,"Marioun","Lynn","Marion","Lyne",,,,"Female",,0,0,,"P_ST_1359","Haddington","Haddington",,,,,,"Widowed","Lower","Midwife","Servitor_to_John_??,_Also_described_as_a_midwife.","SMD","05_15_01_11:06:51","jhm","11_05_02_09:08:01"
"A_EGD_337","EGD",337,"Marion","Logan","Marion","Logan",,,,"Female",,0,0,,,,"Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_05_02_09:14:00"
"A_EGD_338","EGD",338,"Mareone","Guild","Marion","Guild",,,,"Female",,0,0,,"P_ST_1525","Haddington","Haddington",,"NT",400,730,,"Married","Middling",,"Husband_a_cordiner","SMD","05_15_01_11:06:51","jhm","11_05_02_09:15:55"
